video_id,comment_count,comments_status,view_count,like_count,error,comments_actually_available,comments_reason,transcript_actually_available,transcript_reason
wDGZLo4YKSg,2849,enabled,1121194,11484.0,nan,True,ok,True,ok
S-dFb9HQd7I,1157,enabled,4764559,26093.0,nan,True,ok,True,ok
yLxobXeKViM,1221,enabled,618565,12511.0,nan,True,ok,True,ok
nmmKAW3Rvrk,8495,enabled,2851520,46029.0,nan,True,ok,True,ok
EG93eIVuwOk,2664,enabled,2483412,21987.0,nan,True,ok,True,ok
FbDeckIMkt4,0,disabled,56759,646.0,nan,False,disabled,True,ok
WbPwf9STNBg,189,enabled,61986,1278.0,nan,True,ok,True,ok
rgwsrx9PCk0,4446,enabled,1072330,21387.0,nan,True,ok,True,ok
AP1wWGqRAmg,308,enabled,27331,847.0,nan,True,ok,True,ok
XUBjho-x2hI,13,enabled,13747,120.0,nan,True,ok,True,ok
lHIqBqBt4iE,8768,enabled,2499116,46517.0,nan,True,ok,True,ok
7OqEwoYxujM,53,enabled,2846,42.0,nan,True,ok,True,ok
lP2Sm2nOmyM,120,enabled,18780,198.0,nan,True,ok,True,ok
VzvTfERlf-s,32061,enabled,11649413,127737.0,nan,True,ok,True,ok
xSNSAnBCtjY,6348,enabled,1708551,62274.0,nan,True,ok,True,ok
VN-cxU95C1A,74,enabled,22905,438.0,nan,True,ok,True,ok
3CbQaTrBTIE,8,enabled,290,13.0,nan,True,ok,True,ok
zFH1q6xGSEw,60,enabled,25648,558.0,nan,True,ok,True,ok
w5LDRkj_VkE,3214,enabled,7480629,142324.0,nan,True,ok,True,ok
d0d30A585g0,8232,enabled,23182069,75442.0,nan,True,ok,True,ok
NKTmqwzWJUw,1380,enabled,1314233,18047.0,nan,True,ok,True,ok
Q9-vfySAPnc,392,enabled,437835,1856.0,nan,True,ok,True,ok
QuheVlfZMpQ,1048,enabled,1025133,6073.0,nan,True,ok,True,ok
DcwDraePaIU,17,enabled,12486,172.0,nan,True,ok,True,ok
__PJO9Xid50,7509,enabled,2854513,18038.0,nan,True,ok,True,ok
4XWyZAu7BsY,3348,enabled,7184205,34887.0,nan,True,ok,True,ok
L3JDj8RVaB8,122,enabled,93405,407.0,nan,True,ok,True,ok
ZLNarQehTwM,986,enabled,4283255,8582.0,nan,True,ok,True,ok
Ck7yqX_ZIMk,6452,enabled,1987255,41672.0,nan,True,ok,True,ok
hIBpzQ9ewpY,244,enabled,155013,2214.0,nan,True,ok,True,ok
1OhRb3NcJCs,244,enabled,424362,3644.0,nan,True,ok,True,ok
Ahl8CG9Bx70,0,disabled,4233035,12521.0,nan,False,disabled,True,ok
s3jjdHuOUFI,65,enabled,476606,1442.0,nan,True,ok,True,ok
qKvRlJRxDmU,81,enabled,92864,1082.0,nan,True,ok,True,ok
3pmu-cTT-Ak,10133,enabled,5077444,103162.0,nan,True,ok,True,ok
FSvxuekIVuk,3276,enabled,6132425,80312.0,nan,True,ok,True,ok
tzLYyg4c1gA,2171,enabled,5854787,26251.0,nan,True,ok,True,ok
SEnZxiG1Bvc,3506,enabled,11762748,138643.0,nan,True,ok,True,ok
x-P81XO1fYw,2339,enabled,4699687,23503.0,nan,True,ok,True,ok
xyoTRsPrzAk,91,enabled,281996,1492.0,nan,True,ok,True,ok
oUsIMpm3SxI,575,enabled,416205,3852.0,nan,True,ok,True,ok
yWReDUJK44Y,563,enabled,1089348,7712.0,nan,True,ok,True,ok
ekqp90s2F7Y,291,enabled,394002,4189.0,nan,True,ok,True,ok
YpuWtyTnoUY,166,enabled,65001,856.0,nan,True,ok,True,ok
1VIx_DT-O7s,604,enabled,1633612,9387.0,nan,True,ok,True,ok
9b1UC-mQwUs,1116,enabled,1754395,11914.0,nan,True,ok,True,ok
dqb9gkDBR64,93,enabled,44759,812.0,nan,True,ok,True,ok
YfHUX-BZ6NI,135,enabled,55820,1397.0,nan,True,ok,True,ok
FBTfFhlExzM,0,disabled,2557541,12899.0,nan,False,disabled,True,ok
cOL8PJhNUdY,29,enabled,5804,275.0,nan,True,ok,True,ok
iXNnm8vCydA,329,enabled,297587,3090.0,nan,True,ok,True,ok
3YV2S7pWCTc,5061,enabled,9358703,122354.0,nan,True,ok,True,ok
cZu2KhyE0NY,14,enabled,12343,124.0,nan,True,ok,True,ok
WhyCm4aKHOg,572,enabled,1197729,8843.0,nan,True,ok,True,ok
ygiDcofmxjc,637,enabled,853907,7907.0,nan,True,ok,True,ok
5SVTOBWEqOA,584,enabled,107857,2649.0,nan,True,ok,True,ok
thvgw-dF2fI,3734,enabled,6860742,39750.0,nan,True,ok,True,ok
FOYMXjfqUos,293,enabled,488530,2924.0,nan,True,ok,True,ok
C06gNJwyUwc,9,enabled,6996,34.0,nan,True,ok,True,ok
S1L0jpv8hOY,66,enabled,41108,291.0,nan,True,ok,True,ok
JJTmwWMIhJ0,393,enabled,193951,2012.0,nan,True,ok,True,ok
gbVQpCBhluQ,664,enabled,1164956,7378.0,nan,True,ok,True,ok
ExoomgW2pOM,13,enabled,4683,59.0,nan,True,ok,True,ok
GRcedRewxSk,548,enabled,360406,3616.0,nan,True,ok,True,ok
QQQlQag4_cg,581,enabled,862460,10472.0,nan,True,ok,True,ok
K5PQz03nuNo,59,enabled,51828,478.0,nan,True,ok,True,ok
F8pLebqfGVg,276,enabled,120329,1017.0,nan,True,ok,True,ok
oXCAdGdvh7E,449,enabled,86727,807.0,nan,True,ok,True,ok
BUjl4EWjDTA,4907,enabled,1147650,15231.0,nan,True,ok,True,ok
YxGl-roTQTc,2892,enabled,2036823,7393.0,nan,True,ok,True,ok
tiHg5kOAk2Q,240,enabled,354925,6771.0,nan,True,ok,True,ok
Sf2ZLP7hQ6Y,1548,enabled,906305,9276.0,nan,True,ok,True,ok
XLjAHJaLJKk,240,enabled,1161953,3937.0,nan,True,ok,True,ok
xuOy4shDVhw,0,disabled,2607191,13332.0,nan,False,disabled,True,ok
T0A9KBr7bFs,1427,enabled,2132107,17120.0,nan,True,ok,True,ok
4xVhjp-6So0,2321,enabled,6476532,18368.0,nan,True,ok,True,ok
gH5HfvJWdf8,8,enabled,692,19.0,nan,True,ok,True,ok
8jDwWSDGDME,269,enabled,31968,1238.0,nan,True,ok,True,ok
KNFxxwKX030,7441,enabled,2693726,23976.0,nan,True,ok,True,ok
48nPH_yvGYE,797,enabled,48012,1224.0,nan,True,ok,True,ok
9ry8hyOfEGY,772,enabled,319264,5889.0,nan,True,ok,True,ok
m_e_zP28M8Q,0,zero,1172036,6080.0,nan,False,disabled,True,ok
a-2XOCNyKDo,885,enabled,97008,889.0,nan,True,ok,True,ok
xZ4FTLQC9lg,33,enabled,29252,878.0,nan,True,ok,True,ok
QWPwbQc2uJw,3809,enabled,6491952,23521.0,nan,True,ok,True,ok
Km2QR5camaE,446,enabled,324365,3899.0,nan,True,ok,True,ok
WlWEpRdcVCY,2348,enabled,3485771,21699.0,nan,True,ok,True,ok
XrNdDXoUYQE,40,enabled,41856,325.0,nan,True,ok,True,ok
oG0oxRgOfeI,2243,enabled,3378475,29565.0,nan,True,ok,True,ok
uGqpKSbbMmM,15,enabled,20032,200.0,nan,True,ok,True,ok
EiWdTTRVX-Y,3692,enabled,2482979,20895.0,nan,True,ok,True,ok
cbnVFvnixKs,1141,enabled,987044,17923.0,nan,True,ok,True,ok
voNsus-FOSg,409,enabled,50703,293.0,nan,True,ok,True,ok
TFns7CXSTBg,249,enabled,30499,291.0,nan,True,ok,True,ok
l1e62g1uDyA,0,disabled,95308,2020.0,nan,False,disabled,True,ok
iTMmYX7MPGM,3829,enabled,2840757,24654.0,nan,True,ok,True,ok
-Isy7e6txIs,639,enabled,521109,8409.0,nan,True,ok,True,ok
gLv6tsTdpgM,4045,enabled,2676946,41613.0,nan,True,ok,True,ok
CAUvmzuPGUA,0,zero,1770,28.0,nan,True,ok,True,ok
aeynG_AfdTs,2833,enabled,4539887,20942.0,nan,True,ok,True,ok
SyFKv1iLis4,0,zero,2494185,27150.0,nan,False,disabled,True,ok
cKL5uOi3m1A,0,zero,399444,2247.0,nan,False,disabled,True,ok
6tfTSkj5fBg,2549,enabled,11682662,85636.0,nan,True,ok,True,ok
HvUzRm_Rs5c,6194,enabled,2900178,30849.0,nan,True,ok,True,ok
uQyLTdRW21k,1833,enabled,2223371,11512.0,nan,True,ok,True,ok
xgxq41t8wdI,16,enabled,5158,95.0,nan,True,ok,True,ok
sXT6uHVeAfU,8346,enabled,8153724,50507.0,nan,True,ok,True,ok
b9kObWBkHDw,243,enabled,48441,792.0,nan,True,ok,True,ok
JJM7nP87jEM,440,enabled,100219,2295.0,nan,True,ok,True,ok
51HzOxJhVgk,615,enabled,750232,6186.0,nan,True,ok,True,ok
YpqjbdeauHk,1446,enabled,4409143,26417.0,nan,True,ok,True,ok
2TdRXosMu08,5304,enabled,13095269,66817.0,nan,True,ok,True,ok
TrzieFhwnRU,263,enabled,731567,3345.0,nan,True,ok,True,ok
2L6bKkAUIfw,1128,enabled,9030781,17377.0,nan,True,ok,True,ok
u8iVUJr52ow,2434,enabled,2186311,26352.0,nan,True,ok,True,ok
MtxJQ3LqM5w,85,enabled,22505,501.0,nan,True,ok,True,ok
Zes9n1zEmdU,7014,enabled,5096453,39647.0,nan,True,ok,True,ok
5mBXyXR9aXA,243,enabled,1628889,7373.0,nan,True,ok,True,ok
DVtQD1cfgno,3483,enabled,10836952,57445.0,nan,True,ok,True,ok
qs6rcYnaKvk,647,enabled,1490127,14260.0,nan,True,ok,True,ok
x-U32adAGkk,39,enabled,4482,164.0,nan,True,ok,True,ok
REuNRW5bTjY,528,enabled,2116738,3635.0,nan,True,ok,True,ok
X5L3Ax5483E,949,enabled,440998,6574.0,nan,True,ok,True,ok
szzUfDkoYuM,3773,enabled,2462844,21653.0,nan,True,ok,True,ok
-elPeLiuEys,1569,enabled,1299238,40647.0,nan,True,ok,True,ok
J0yZpmznEY8,1248,enabled,436180,10067.0,nan,True,ok,True,ok
QYvEZb7DAiI,1838,enabled,2357475,30891.0,nan,True,ok,True,ok
rAhtREmnjzI,28,enabled,8316,161.0,nan,True,ok,True,ok
9CwRjQaoTlE,12295,enabled,7859492,72256.0,nan,True,ok,True,ok
X7ANQxZrjrU,36,enabled,12983,307.0,nan,True,ok,True,ok
itJxCN27y2U,7,enabled,24873,140.0,nan,True,ok,True,ok
fpggiZ6k60U,17,enabled,11671,161.0,nan,True,ok,True,ok
yJNwJ3qjLBs,626,enabled,352596,2517.0,nan,True,ok,True,ok
mtfuo7yl3gg,105,enabled,133524,1674.0,nan,True,ok,True,ok
2tg4051fYRs,734,enabled,998220,6469.0,nan,True,ok,True,ok
LpeYn6MiZMA,183,enabled,88783,1333.0,nan,True,ok,True,ok
-m86o6tVTyM,1291,enabled,1131515,12013.0,nan,True,ok,True,ok
O2DgcoiD1mo,174,enabled,249029,2174.0,nan,True,ok,True,ok
3HScBR9ylQw,14030,enabled,5449483,84125.0,nan,True,ok,True,ok
IvdohUPWg-0,3503,enabled,5224746,56677.0,nan,True,ok,True,ok
xkhUJta0rcs,637,enabled,942151,6440.0,nan,True,ok,True,ok
1HWVFfLdTT8,311,enabled,214780,4131.0,nan,True,ok,True,ok
ubMMonHPDdY,117,enabled,48365,878.0,nan,True,ok,True,ok
khzs6Jp_wTw,374,enabled,2208764,14327.0,nan,True,ok,True,ok
z3Is8Iiv60I,765,enabled,182298,4494.0,nan,True,ok,True,ok
ZV-VYCv1Jug,112,enabled,30241,703.0,nan,True,ok,True,ok
wqTlWceqbaI,114,enabled,90320,848.0,nan,True,ok,True,ok
1Kdc-8pZfWE,11,enabled,9447,137.0,nan,True,ok,True,ok
gLFazAtdU64,157,enabled,154632,2349.0,nan,True,ok,True,ok
Yi6yqintlH8,920,enabled,959693,13615.0,nan,True,ok,True,ok
7DsqljgfxQI,883,enabled,153057,4218.0,nan,True,ok,True,ok
BPiz0C78FB8,9227,enabled,1643767,27851.0,nan,True,ok,True,ok
pNk56aCSrrU,651,enabled,339242,4579.0,nan,True,ok,True,ok
KVtaUf05sn4,140,enabled,103313,3214.0,nan,True,ok,True,ok
fIM4S2wltl8,3659,enabled,3484169,27600.0,nan,True,ok,True,ok
Ed9aNq07qMw,522,enabled,164876,2940.0,nan,True,ok,True,ok
s6IJKwEs-RU,2,enabled,601,13.0,nan,True,ok,True,ok
Xl1nqcRuuCU,368,enabled,2059115,10059.0,nan,True,ok,True,ok
0azEQxM1chg,50,enabled,47459,375.0,nan,True,ok,True,ok
gs4DEzt53nY,691,enabled,2287921,9298.0,nan,True,ok,True,ok
VCpJwn-Rl-Q,471,enabled,181401,3340.0,nan,True,ok,True,ok
q9L6PzX-NL8,1329,enabled,761040,6697.0,nan,True,ok,True,ok
EIY3RcD_TCo,601,enabled,2438164,29571.0,nan,True,ok,True,ok
UL3FkpzJ55U,1205,enabled,1507925,10114.0,nan,True,ok,True,ok
WaEKF2eFbG4,17,enabled,12979,167.0,nan,True,ok,True,ok
H-8EDSFyk4c,53,enabled,16050,316.0,nan,True,ok,True,ok
u9CtzalboVg,4357,enabled,7299523,32633.0,nan,True,ok,True,ok
nJTDDJgFFb0,411,enabled,528422,8359.0,nan,True,ok,True,ok
Gz5_9MB0e-0,19462,enabled,6651256,64772.0,nan,True,ok,True,ok
X0xklpNNyWE,1226,enabled,583987,10620.0,nan,True,ok,True,ok
_bAnbHsDWa0,1784,enabled,1670514,13546.0,nan,True,ok,True,ok
QZfqhOD6RgQ,283,enabled,193145,3735.0,nan,True,ok,True,ok
HeLIPap9y00,1613,enabled,2197997,15521.0,nan,True,ok,True,ok
CYlXa4Q6VkA,14,enabled,73481,367.0,nan,True,ok,True,ok
jVwjvjrCotU,90,enabled,9241,397.0,nan,True,ok,True,ok
Wj_gpE-aa-Y,37,enabled,28187,1234.0,nan,True,ok,True,ok
qZxU_sJZqO0,720,enabled,1042407,11828.0,nan,True,ok,True,ok
G6l_Wby46Xo,276,enabled,1366338,5270.0,nan,True,ok,True,ok
-14kNK7zs24,1451,enabled,1495726,19404.0,nan,True,ok,True,ok
q_7KUC6CY6Q,1259,enabled,440577,6244.0,nan,True,ok,True,ok
2-0i-fEN-4o,11163,enabled,1559148,32096.0,nan,True,ok,True,ok
p-f3jSjLRZI,2190,enabled,1896023,13209.0,nan,True,ok,True,ok
cRQanPU2Fk8,6142,enabled,21935447,60804.0,nan,True,ok,True,ok
eF8ls2aPbn4,7269,enabled,1940662,21939.0,nan,True,ok,True,ok
Jal2cuuvdac,28,enabled,11111,205.0,nan,True,ok,True,ok
fgimvuXiTew,13488,enabled,5101193,38014.0,nan,True,ok,True,ok
TQty849xOBM,944,enabled,436430,7058.0,nan,True,ok,True,ok
ValBetFbshY,4273,enabled,7303033,94735.0,nan,True,ok,True,ok
xvNgan6ghU4,4304,enabled,6327070,58024.0,nan,True,ok,True,ok
WijudrmZGc4,18,enabled,14350,122.0,nan,True,ok,True,ok
4rReUFXiJ50,1372,enabled,1298069,12080.0,nan,True,ok,True,ok
-X94qpzUYao,202,enabled,146229,1582.0,nan,True,ok,True,ok
EhFPMTWSsso,5934,enabled,14720953,90672.0,nan,True,ok,True,ok
Nfh2870B3Gs,697,enabled,659539,6979.0,nan,True,ok,True,ok
9_bgRzQhO8w,1735,enabled,1465416,23034.0,nan,True,ok,True,ok
5KmJd02D-6c,1747,enabled,5240118,23533.0,nan,True,ok,True,ok
q1yvv9fHSw8,1650,enabled,2560723,26486.0,nan,True,ok,True,ok
40-t1Rr9eCs,0,disabled,2692397,3634.0,nan,False,disabled,True,ok
63TwGcjN6y4,871,enabled,2859258,10594.0,nan,True,ok,True,ok
PF58SVa3oLI,1458,enabled,1080956,24464.0,nan,True,ok,True,ok
FSXYyNw6rko,24,enabled,67659,384.0,nan,True,ok,True,ok
5ocEO9e0Q1M,19913,enabled,7219090,66294.0,nan,True,ok,True,ok
6XdIZuCNVeg,429,enabled,384402,6819.0,nan,True,ok,True,ok
eOSD-f5nXkA,185,enabled,36447,649.0,nan,True,ok,True,ok
NWJoMfmu2p4,0,disabled,1582525,12243.0,nan,False,disabled,True,ok
MEmAGJac7Is,71106,enabled,8535420,83748.0,nan,True,ok,True,ok
k9G_jNf0Xkw,4043,enabled,3256576,55279.0,nan,True,ok,True,ok
VUolw6HyZg8,7610,enabled,11361481,150224.0,nan,True,ok,True,ok
ugiZVox3Y1k,4877,enabled,2813127,33359.0,nan,True,ok,True,ok
NemacKms7qA,1235,enabled,6594346,38638.0,nan,True,ok,True,ok
HsNaTRZbwJc,8716,enabled,5285189,43588.0,nan,True,ok,True,ok
fqXfefq9VcQ,280,enabled,51479,948.0,nan,True,ok,True,ok
Mvuj5fCmLVU,731,enabled,77587,2900.0,nan,True,ok,True,ok
Z6BI1vnmsdE,984,enabled,1114617,15414.0,nan,True,ok,True,ok
_Ku2DIDMuOk,83,enabled,92119,980.0,nan,True,ok,True,ok
m7vYAvznp7k,925,enabled,2695350,8297.0,nan,True,ok,True,ok
1m5_rxrpsL4,2648,enabled,1011050,13824.0,nan,True,ok,True,ok
FExcvY6oqJo,1748,enabled,2549656,21012.0,nan,True,ok,True,ok
K3g2840zXKY,9644,enabled,16825646,97736.0,nan,True,ok,True,ok
WZsJ6BtOh60,1977,enabled,3118378,21473.0,nan,True,ok,True,ok
Z06PBEMtHhk,1711,enabled,2654095,13710.0,nan,True,ok,True,ok
RRCW1acFsxs,1463,enabled,521515,2665.0,nan,True,ok,True,ok
TYrZ8grFNIE,534,enabled,554998,7297.0,nan,True,ok,True,ok
qGJKjFHzuqo,51420,enabled,37158946,995943.0,nan,True,ok,True,ok
zWmG9vTAthc,6093,enabled,39567833,108889.0,nan,True,ok,True,ok
WpqI052UowU,223,enabled,698298,2919.0,nan,True,ok,True,ok
8dLAaZa9JJY,701,enabled,325841,5977.0,nan,True,ok,True,ok
5CVJsVnXd6c,8,enabled,277,12.0,nan,True,ok,True,ok
xT5YXIiHN40,766,enabled,756455,21234.0,nan,True,ok,True,ok
1kqWnxFR6_w,2290,enabled,9072772,41472.0,nan,True,ok,True,ok
WceAqfM5NCA,58,enabled,15066,207.0,nan,True,ok,True,ok
b2GfFl7c4m8,665,enabled,475906,5206.0,nan,True,ok,True,ok
fJF9sT_kL-c,112,enabled,56382,730.0,nan,True,ok,True,ok
x-uXnBykJv8,2505,enabled,927458,15237.0,nan,True,ok,True,ok
9bZVTxokbrg,6637,enabled,8892801,189058.0,nan,True,ok,True,ok
kWE2_-jiDS8,8,enabled,27291,129.0,nan,True,ok,True,ok
LMJaX6DLgCY,956,enabled,121514,1196.0,nan,True,ok,True,ok
RlmbBuMl1KU,1076,enabled,773624,6966.0,nan,True,ok,True,ok
DDTlhnBeR7Y,641,enabled,2126062,16069.0,nan,True,ok,True,ok
uxtWn2lsfYU,2101,enabled,4681843,25757.0,nan,True,ok,True,ok
6ObjCzedRs0,3810,enabled,7456201,72754.0,nan,True,ok,True,ok
qln3csFlSTQ,1379,enabled,1581792,10914.0,nan,True,ok,True,ok
UWrSzgkWD_k,39,enabled,12498,268.0,nan,True,ok,True,ok
WeSFqheNSYo,522,enabled,170335,2945.0,nan,True,ok,True,ok
I5M8_0Z7o1Q,1121,enabled,3201409,33171.0,nan,True,ok,True,ok
JIfKt49u-tg,51,enabled,11001,329.0,nan,True,ok,True,ok
ssTdkqVW8xQ,6576,enabled,5268423,72184.0,nan,True,ok,True,ok
FplmvpBrfco,3240,enabled,2523143,23227.0,nan,True,ok,True,ok
QvfR5tDOxyg,39,enabled,6947,89.0,nan,True,ok,True,ok
E_eL6bmjr_w,1777,enabled,287334,1989.0,nan,True,ok,True,ok
Rbo96dYm47w,5810,enabled,1789813,17076.0,nan,True,ok,True,ok
RuPiETBbRoE,4182,enabled,3285537,42978.0,nan,True,ok,True,ok
qz4kh996StQ,11,enabled,279,13.0,nan,True,ok,True,ok
nmXzl7GaARQ,44,enabled,44401,765.0,nan,True,ok,True,ok
envf09nZyic,1009,enabled,11817854,36321.0,nan,True,ok,True,ok
IWQH7MfWTIw,310,enabled,14677,561.0,nan,True,ok,True,ok
1hv1Opm_wFA,75,enabled,39179,708.0,nan,True,ok,True,ok
xvZZuy0glwE,3993,enabled,1821134,17895.0,nan,True,ok,True,ok
gykbz5ZXovc,21,enabled,3409,37.0,nan,True,ok,True,ok
Z8mKFBE_KNA,460,enabled,417494,4887.0,nan,True,ok,True,ok
R9YkrdjoqWQ,0,disabled,11822,470.0,nan,False,disabled,True,ok
yMnn6_oBu1A,115,enabled,119150,2476.0,nan,True,ok,True,ok
LmB-CsnzZxU,16,enabled,14013,200.0,nan,True,ok,True,ok
ur-qpV4srEQ,0,disabled,3429629,6252.0,nan,False,disabled,True,ok
eFOi3B_r4qs,5015,enabled,7160547,43112.0,nan,True,ok,True,ok
_qW8yAV8dJM,5445,enabled,5482574,53360.0,nan,True,ok,True,ok
F-0vAm6YwlM,401,enabled,5000781,15551.0,nan,True,ok,True,ok
Gz2oyqpkemw,213,enabled,393757,2757.0,nan,True,ok,True,ok
Uv6lPaGp7vE,1992,enabled,199037,4850.0,nan,True,ok,True,ok
DcIIhrc0vdk,8,enabled,1855,20.0,nan,True,ok,True,ok
uD1cF3UjSM8,1106,enabled,3367659,52575.0,nan,True,ok,True,ok
0vlUFSL2tME,602,enabled,4802099,6442.0,nan,True,ok,True,ok
ag-lPf7nbXw,144,enabled,86285,1187.0,nan,True,ok,True,ok
OIEuwPZNE_0,29765,enabled,5391873,51387.0,nan,True,ok,True,ok
k4IzBIezhB4,3809,enabled,8381971,53886.0,nan,True,ok,True,ok
6BzxdeIGE9o,1934,enabled,2019292,22166.0,nan,True,ok,True,ok
f5uU0igHmyw,224,enabled,2750667,4605.0,nan,True,ok,True,ok
S60aGfOuyA0,199,enabled,258148,4471.0,nan,True,ok,True,ok
HwSIZaWpvu8,3723,enabled,11575659,24094.0,nan,True,ok,True,ok
8NKI7J9RElg,10300,enabled,6594007,72196.0,nan,True,ok,True,ok
OO0zMHDktAc,2202,enabled,1087637,20629.0,nan,True,ok,True,ok
Ww3fe7_uU3o,12,enabled,918,10.0,nan,True,ok,True,ok
XnFgoeekL0s,3242,enabled,5274499,26731.0,nan,True,ok,True,ok
mwT8JLiFckU,422,enabled,344137,1586.0,nan,True,ok,True,ok
IKj8zlhWB_w,312,enabled,946557,6388.0,nan,True,ok,True,ok
7JoVjhRFnGk,28,enabled,9703,192.0,nan,True,ok,True,ok
_QT8qIIFDig,29,enabled,16530,327.0,nan,True,ok,True,ok
-w3DWR84r6o,2514,enabled,2356514,41010.0,nan,True,ok,True,ok
hTONQA3MePg,2463,enabled,885947,7718.0,nan,True,ok,True,ok
8ccFYRuUFJg,58,enabled,46709,597.0,nan,True,ok,True,ok
gXa-feLaDLk,258,enabled,740257,8937.0,nan,True,ok,True,ok
uShCUp2QYGs,6585,enabled,19308006,45708.0,nan,True,ok,True,ok
RLK-IBGfFBE,361,enabled,325321,4378.0,nan,True,ok,True,ok
-jOH2NIHAF0,2351,enabled,2540672,17992.0,nan,True,ok,True,ok
1sqa6K1FH4Y,3555,enabled,2395418,23192.0,nan,True,ok,True,ok
XaIFsDyC7jk,43,enabled,18816,222.0,nan,True,ok,True,ok
xvK772r9RDA,84,enabled,10388,177.0,nan,True,ok,True,ok
Je9fziS354Q,5068,enabled,1961759,28590.0,nan,True,ok,True,ok
OEjuZwVVEpk,203,enabled,89275,1732.0,nan,True,ok,True,ok
1qNxOjbBIR8,322,enabled,72315,1163.0,nan,True,ok,True,ok
gIUPw6xWKJ4,909,enabled,2566601,10459.0,nan,True,ok,True,ok
UdFDIXCG8w8,7,enabled,7987,90.0,nan,True,ok,True,ok
pZMvyfDKMoQ,2900,enabled,1938445,22991.0,nan,True,ok,True,ok
uq7mztW1knU,1061,enabled,7354188,32392.0,nan,True,ok,True,ok
w7ghvXj6ZYg,43,enabled,7483,133.0,nan,True,ok,True,ok
yooWRoX4O9s,234,enabled,67929,2166.0,nan,True,ok,True,ok
YdaZo-y3CWs,61,enabled,20849,196.0,nan,True,ok,True,ok
SzhVfJeO_OY,167,enabled,29398,1315.0,nan,True,ok,True,ok
_9av3RfAbvc,5335,enabled,5380333,58341.0,nan,True,ok,True,ok
wodqaC9NRI0,0,disabled,71685,556.0,nan,False,disabled,True,ok
59_bq2HK5z4,28,enabled,26335,337.0,nan,True,ok,True,ok
Wd7NJWlKii4,798,enabled,266599,3921.0,nan,True,ok,True,ok
wI-gpyiaMpI,4721,enabled,4136408,27824.0,nan,True,ok,True,ok
vIC4eLsXrqo,61,enabled,39175,931.0,nan,True,ok,True,ok
eQ9kVUVddkQ,20446,enabled,21782882,118971.0,nan,True,ok,True,ok
USk_4K38gwo,24,enabled,21194,244.0,nan,True,ok,True,ok
mQj_wnN7vhQ,38,enabled,22691,505.0,nan,True,ok,True,ok
Ga6PDPR8gsE,1285,enabled,500387,9400.0,nan,True,ok,True,ok
uYcBAFFokcM,1808,enabled,723081,10137.0,nan,True,ok,True,ok
SDzB2cQ2gmY,32,enabled,2699,47.0,nan,True,ok,True,ok
3Fhs8etoMcY,71,enabled,35156,831.0,nan,True,ok,True,ok
p_AdAkhQ-e8,17,enabled,7780,180.0,nan,True,ok,True,ok
WbF-G6zxr0c,826,enabled,726277,15184.0,nan,True,ok,True,ok
xtOv_jPk1B0,1544,enabled,1707960,20218.0,nan,True,ok,True,ok
LzyLw8EtKtU,581,enabled,882086,9598.0,nan,True,ok,True,ok
-mqMDOJGnnM,1314,enabled,2028894,35422.0,nan,True,ok,True,ok
ivUNXD-lclI,14,enabled,63952,174.0,nan,True,ok,True,ok
jXaOl2j7a4k,774,enabled,1038066,3824.0,nan,True,ok,True,ok
pZYC6i9AEck,147,enabled,140057,1728.0,nan,True,ok,True,ok
E8KEF-Ilao0,7258,enabled,18542942,65906.0,nan,True,ok,True,ok
FFX8oEJ7u4M,21,enabled,15621,165.0,nan,True,ok,True,ok
3pnhqC9bGIY,657,enabled,166813,6114.0,nan,True,ok,True,ok
CDpq-i7Zg0Y,4515,enabled,4034590,76758.0,nan,True,ok,True,ok
y8Fi87XoZiU,245,enabled,156900,1104.0,nan,True,ok,True,ok
8mKQE7AvhWw,11079,enabled,2799058,34763.0,nan,True,ok,True,ok
bsNl-Nn077g,464,enabled,107871,4165.0,nan,True,ok,True,ok
XnH179J8eKE,1945,enabled,2674638,42695.0,nan,True,ok,True,ok
y-0C05fAhiU,34,enabled,11816,251.0,nan,True,ok,True,ok
Jy8skjRtPVE,143,enabled,989507,4508.0,nan,True,ok,True,ok
QWwDZTf0n04,416,enabled,582410,6324.0,nan,True,ok,True,ok
EZhgaXXQ9z8,500,enabled,1113233,8032.0,nan,True,ok,True,ok
Z8if0xxXFGo,12,enabled,599,12.0,nan,True,ok,True,ok
3vP8b5w7_YE,21354,enabled,1967572,32101.0,nan,True,ok,True,ok
sPp6gafspTM,1209,enabled,4989680,18035.0,nan,True,ok,True,ok
JGbwDb2B1LU,1080,enabled,1907942,12712.0,nan,True,ok,True,ok
T_nIF9JBlUg,0,disabled,349611,1692.0,nan,False,disabled,True,ok
qqWWHKjyMu4,1632,enabled,318329,3007.0,nan,True,ok,True,ok
JDUEjjK2YRA,319,enabled,656427,5059.0,nan,True,ok,True,ok
FrYVhRkXQME,4952,enabled,5960116,39167.0,nan,True,ok,True,ok
eX2-RCfNpAU,816,enabled,337851,3499.0,nan,True,ok,True,ok
xJWLxxD0Hp8,9053,enabled,4210529,94190.0,nan,True,ok,True,ok
HMtSxYaP5Go,4777,enabled,8721540,46200.0,nan,True,ok,True,ok
LomxrQz-E3M,98,enabled,78717,1131.0,nan,True,ok,True,ok
34op_kWt9Vc,11,enabled,1655,15.0,nan,True,ok,True,ok
L6H0tp9XRNs,0,disabled,9729,71.0,nan,False,disabled,True,ok
