video_id,label,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19,w2v_20,w2v_21,w2v_22,w2v_23,w2v_24,log_video_views,log_video_likes,log_video_dislikes,log_video_comments
wi-Zc6NTlDA,1,0.5219960909853667,0.6351098586736696,0.4329453451096623,0.5721830489277715,0.4980012395771441,0.7420739640856541,0.7324749522125567,0.4892098420987372,0.4507292917169532,0.3597177375811175,0.5581794144202564,0.5005251206044511,0.6065329333541273,0.4057975608009077,0.4865155161207704,0.560138920858598,0.3522790931489116,0.45576573528862674,0.44285198996488606,0.6908037389369838,0.38590991013759657,0.6848487257726077,0.21776946499617159,0.5181602066726259,0.6224677887426839,0.4532677308347348,0.4869919476421315,0.3922170728854356,0.5041732282697678
TynxxmS44TM,1,0.38025579900454515,0.3373802600470738,0.15818983485029114,0.3044810317249674,0.639419681609027,0.6396534312445727,0.6085543656834318,0.22429023405721815,0.30995034500004126,0.14985264173582197,0.7853972723407563,0.23488038483472215,0.474406929545064,0.53814063265863,0.6566198906906591,0.49315334815241396,0.19530727867966236,0.8122885238179839,0.7537143909630049,0.6831539092383434,0.26468285582321344,0.6035128320444877,0.40893485299006405,0.4352973691971573,0.7292592784123985,0.4936545852379316,0.44537256748696286,0.4402599651307257,0.4139949804734437
I9LbG3Y0_9M,0,0.23642052698974686,0.8003400920977359,0.4132552345124992,0.714083669537532,0.34106969348351124,0.6014526531382486,0.6075797777259342,0.664735503768895,0.2656141789276072,0.21297241328806427,0.5382357003533019,0.5344656003425973,0.510271339315771,0.4583006012003251,0.4678329436861802,0.4589328990821152,0.6046747741485743,0.3143928126101411,0.4430055246792357,0.5430895445089148,0.5862515683952368,0.5817491866079803,0.3359427280840017,0.47244835473362645,0.6946390283676346,0.6236287705327095,0.6389858852406587,0.46465337635365145,0.6392010606655562
Z8U-Sya0jZE,0,0.5308691209666676,0.5268666129030007,0.5792622435948248,0.6514864036693674,0.527422551915626,0.4226734465497071,0.5393663183933586,0.45838692631127775,0.4542672038040358,0.5339019990537142,0.5179838032838282,0.4999900249614006,0.766280643198034,0.3560203400132,0.17394190891475667,0.47125775767933253,0.3720595025259149,0.5890309892385277,0.5834538883441892,0.39974678563677657,0.46666775284736706,0.4803256367060127,0.5743719691579277,0.3787459609653306,0.569155235368272,0.537379502603677,0.6305768277730931,0.4904968182378711,0.6522909589982022
SqHL1puhq64,1,0.38760107848645414,0.6334918326739137,0.3630138284778625,0.6452300797263187,0.5369648201775764,0.7570394217835718,0.6361342691339831,0.4887662405323989,0.35479300219521664,0.24232160549135007,0.544071315042134,0.5496818416097626,0.6397919831463065,0.3734066779583382,0.5974194785773919,0.5326756614927638,0.2836997260963753,0.4980940627675956,0.5785794973868242,0.5981660706191185,0.453599419444698,0.706164609861219,0.25510592075284677,0.43485868762292734,0.7185361473870236,0.5207158403108317,0.5181665644604274,0.4412422105032612,0.4478919585395095
Pr3uI6oami4,0,0.6033178956683796,0.5307012690142717,0.5367216192803391,0.6212866651569614,0.5240114358658011,0.3854972102426545,0.6512069386815035,0.4388788639696553,0.42685316921141364,0.43460329566820755,0.4967943991497036,0.4724961406235601,0.7564979701231632,0.45065526496255837,0.19024385915707942,0.46051344778913517,0.4046266175887304,0.5925718093525268,0.650061360198481,0.35814343910720475,0.48719551799247673,0.4369844591862194,0.49657508734534295,0.27803425579059793,0.6518117637662988,0.3108800162681914,0.2710430217675452,0.17980195916164146,0.14324227000981804
8tUq2ATGXZc,1,0.5335322209222206,0.18189858751992444,0.4502383414227993,0.6536163320352331,0.5095105897254605,0.37222638669358726,0.6436674999995753,0.21970719890973267,0.40115879019506,0.47061088149562214,0.40983781395804475,0.3259054104496011,0.6046387885474145,0.561568988144307,0.4496416688627649,0.5522168194229959,0.2745788516258868,0.7093217437294155,0.7496063883369496,0.4794939999061355,0.5191528480640023,0.5374175934693225,0.4187394457845842,0.40224177557068735,0.6011019266488505,0.054440629660105516,0.1380205223768563,0.0,0.0
uFfMvSv4M_c,1,0.5224991413524709,0.6697152699839443,0.3447079759066682,0.5694367267634587,0.6615310511017775,0.8473102904703258,0.5151797249738713,0.6187866225603632,0.27620884545953517,0.16828599820227272,0.4940897657103955,0.5162176699647394,0.4986097271598033,0.4067546236869681,0.7509928453364979,0.6554696856577511,0.2992299916298648,0.6376200987562433,0.569709364403918,0.6819198264850805,0.5049239733261469,0.7288402453147745,0.2612226967005732,0.41839365728181566,0.7440140388253816,0.5791786312809772,0.5565674642755054,0.5842850043664584,0.5391215601498414
H174j8HgkYY,0,0.4771332586300476,0.4635120417062726,0.4297289654290508,0.6568241712115475,0.5198558963115409,0.3855000989659301,0.7390662613036658,0.3970131037644824,0.3996145694685597,0.4138579441883146,0.4944187181669308,0.3477343230082994,0.8353194498327855,0.4015190354591075,0.2690034741227416,0.4080792283812617,0.31232966374408966,0.6263186091039232,0.7799201235540137,0.42551002332725435,0.5329325617912581,0.5334583420071891,0.36696992969011366,0.3202691226794212,0.6539112096779536,0.28495556497477803,0.25799233840065877,0.11645511505607746,0.17651378317143818
q9Oh2OnG51E,0,0.4627478464409122,0.509296390078623,0.4117575094719282,0.6433994175004094,0.5909458349534804,0.47564306128225786,0.6148240641465293,0.3508030389456607,0.36019944805676574,0.5432913466786291,0.48861264409904825,0.4282291013589744,0.7132492429942308,0.4069106569137216,0.2796610873570705,0.43352650320730235,0.28359124503437855,0.6279052164295857,0.7282002370330438,0.454220768009872,0.5372884163182488,0.5426206337400821,0.3977906275589157,0.4167808496824029,0.574867712326979,0.6548531202220568,0.6418767492011206,0.5679866938244376,0.6948927561575263
Ktv-CaOt6UQ,0,0.5228088972967748,0.22295095456389558,0.44112446268366595,0.8052342378990276,0.503809828629224,0.3419927694569147,0.5767161746771827,0.43512763975236396,0.27753053976080744,0.4870216299774838,0.3653842168658452,0.4040824942493336,0.8278588932408624,0.6625754770466734,0.31880332539223477,0.3676098241799832,0.43831024727117873,0.7743104931739655,0.668976184082526,0.4251446007880329,0.6648436697270458,0.44522747147144676,0.6029738245160101,0.4575175683694366,0.4381240149267862,0.5865851532510773,0.6074264874351233,0.4468711268417309,0.5243875525574769
KnWpHhEU-T8,0,0.599189315625229,0.5350246831673047,0.6370059612496677,0.5929764241388216,0.3039443287492046,0.4899456113043922,0.48500411787328473,0.32863171976642946,0.5826054498311607,0.443596491487403,0.4995721083466595,0.5127772734841598,0.7643932588316573,0.259356945280637,0.13167180209338533,0.5955047345023694,0.24103635750435615,0.4778336567218376,0.48317908224657036,0.5150312206454669,0.37246128925342276,0.6787618444413,0.46968543319417855,0.4470379873367379,0.6505030931122678,0.6058651465299109,0.6310314088802349,0.5362389233399418,0.6006065494202643
SeQeYVJZ2gE,0,0.6291051923010654,0.10189380532646497,0.5729403939953357,0.6967544616855945,0.38178015088968875,0.18997033505110755,0.6927914928189484,0.12971692666456436,0.8421950594882315,0.5371611338218548,0.25980823909832645,0.42545184657801205,0.6768396173997765,0.6589332459933546,0.291279920064571,0.6318744811246544,0.39701160551056175,0.648613272619176,0.4707124669092615,0.5206920859694597,0.35241262977788756,0.40421847064910243,0.4893102228752315,0.08192568654225243,0.7447241813622452,0.5016777066065563,0.37056375931524144,0.32718591064075253,0.33675346496228875
a7KCXycNgUw,1,0.5581754031803936,0.5105130608482352,0.5282676754454134,0.5700179502314427,0.4910189781511114,0.5832170808810593,0.6678333919852177,0.3961523906869927,0.4789186181985335,0.42784110614601156,0.5109890025446625,0.4814286459984623,0.7268466577481418,0.35683455801507574,0.44059595476939906,0.5431288373725746,0.29845928027823915,0.5497070732020549,0.5284733414072463,0.631494339886663,0.35248439106272533,0.6500470600394248,0.3405544840807554,0.461147179190198,0.6716698540017385,0.608053467265967,0.5728387166970591,0.6124504950851951,0.5740041702181592
LVmFU6hwRqU,1,0.5018609776024268,0.6421193320665742,0.5733011234946099,0.6584730244474865,0.43793169799207554,0.4735722257969772,0.627875860767645,0.43021508447056356,0.4441369262508965,0.4016760539334962,0.5748810362360571,0.48623787565230236,0.747658536429402,0.36494595082101644,0.2651017991413897,0.5495289270590016,0.2935771436601956,0.4996131031633263,0.5823667376217002,0.38466466036538655,0.49760444798805964,0.5554545762951014,0.3647756529556423,0.3208524667919166,0.6989220427067653,0.4717088438962672,0.49797678302760323,0.40849116510105715,0.467501177830226
hSTywVwZCjw,0,0.29413443911865045,0.34637014456457393,0.4104931627377897,0.6587090756439578,0.5551772759864626,0.3737654399266162,0.4918209275264365,0.4082858292322899,0.33311390564662013,0.672203280215056,0.4767138260622459,0.5242481286317501,0.8776978913666659,0.442330815563429,0.2878487257883316,0.3006657581117654,0.4668692505172928,0.5956839709819166,0.6525822644172985,0.35363699227126316,0.5514548349263273,0.5066374745695739,0.4783188563169084,0.44577347806733625,0.5260640306999284,0.6032301891878072,0.6292416839782011,0.5578921846482672,0.592180749072066
fQyglu53_rE,1,0.42714550135976537,0.6612075884731673,0.25025482513382136,0.6288393519491261,0.4737035454904617,0.7973608730568624,0.6057485503213238,0.5628703323891278,0.33765300072291815,0.15711718103195169,0.6012261482511791,0.6078096504191046,0.5045154035349682,0.46756728200518327,0.6924051860715655,0.42241588284635906,0.43722449003154407,0.5605233185404804,0.621856200206491,0.5098804497269505,0.5107397166847909,0.719408869123206,0.26204779756497865,0.41396148938934485,0.7198518749420252,0.5062235873109501,0.5418447726111737,0.4374022656742207,0.5024355260848756
6phdJWRi_vw,0,0.5152027435679029,0.08906862326078879,0.3998432819971525,0.3532729354211445,0.5751482017920244,0.5462308257944233,0.7067235839346889,0.285048664892627,0.1873312084756089,0.9176241954163668,0.389688611505079,0.9626444439431736,0.5077848872691375,0.5449859661981915,0.222992583835176,0.4262950643054032,0.6304276087429731,0.8466232947222914,0.6217752463277183,0.5647716780027159,0.6158673974036069,0.5586457871821162,0.356964005144786,0.4434955491989614,0.43564264594339575,0.5971506742475219,0.6442905999617389,0.4846708101580142,0.524565287770862
pmtmeXYW2o4,1,0.4312373177445476,0.3907901003733973,0.19225402514329204,0.5986615223067908,0.6434977287914604,0.7183988305703275,0.69585900357961,0.38032904604974666,0.30871545237704734,0.3141639279737718,0.47035170509440155,0.5506877619085242,0.603465251923077,0.5451411994762974,0.8052948857714426,0.4808798601634757,0.3620299274893991,0.6357861443583306,0.6139402036950999,0.5723857419641332,0.4882062990576826,0.8741520417683881,0.17270850244337627,0.42694134849231924,0.7582164772381301,0.2962653152329595,0.29620971257192685,0.18559365989113655,0.18291886161903526
ZMuMIcQx9Qc,0,0.569843081853236,0.2875656623205152,0.5836707361402214,0.6053975955835412,0.39809000634747527,0.33941988583801086,0.6328738063725103,0.25008746250281466,0.7593048291125813,0.5171058756213871,0.46380008416106255,0.4016189714352301,0.7032055031953499,0.4636215461109102,0.2323146691344185,0.6160812816463399,0.43363526517664497,0.6362783382084373,0.5300220073292978,0.4869482511811243,0.30034628576604916,0.4409620864796361,0.42926983295402027,0.2455300515309347,0.7314046561121698,0.5850640316030887,0.6271129593005802,0.4578745166393251,0.5637024138804816
fgUqgM3euC8,0,0.4165465247570439,0.5513947719156146,0.6097480597201876,0.6187029156938564,0.2185267711168184,0.39632357309928656,0.5703067284665456,0.35460359828640853,0.6064223429562281,0.4424750892840984,0.615584059728178,0.4557352419587304,0.7002718722401244,0.34065968824617504,0.1629217048779683,0.562277741473044,0.39718257122975476,0.43510489235040184,0.46584039697682383,0.46575688705736445,0.24881311686012275,0.4758849344542553,0.4087139372688412,0.3149209043756216,0.8087399977053475,0.623991555473396,0.7059212797981316,0.5874789048364008,0.6923873094101427
GmSUU2Xd8lQ,1,0.6055487264518786,0.581361097715958,0.4536114909332497,0.6316942354855887,0.6097439826705047,0.7375537750358973,0.3615402959356224,0.48243232292434474,0.4761761888255737,0.26122470899794104,0.5440564994156418,0.560862272941767,0.6582528291932745,0.32280860986459053,0.4576991620464157,0.637088736276935,0.2200767325634481,0.5208893313797358,0.443793024576064,0.5946032798911633,0.32387329103428586,0.8579946234436282,0.38387146206204564,0.4662853494980097,0.6589236209038185,0.4993770482075893,0.4742609635164064,0.40123590497913936,0.5486713364803341
4Y-62Ti5_6s,0,0.6775561251692064,0.33501581108211215,0.545007670940284,0.6828025369387117,0.3231195153272227,0.3285460397310964,0.7151714025792549,0.18594624324322098,0.7497142648590487,0.5474845221786082,0.24014471280533173,0.41221135723889124,0.6880256610098529,0.6424552551426482,0.1566443843187206,0.6773019625481883,0.41246393010508,0.46962369517969904,0.41572090052686944,0.558079982736851,0.3327473873567903,0.44812004586051435,0.43848752820216974,0.11184407431350532,0.9360514191558366,0.6730453166488806,0.5205361860792657,0.4914779536945995,0.567398195391747
2nhxvoukBiM,0,0.4465150092260913,0.4426941619383764,0.49888457744390036,0.6308987157729088,0.5104982126242598,0.423910557811356,0.5074682317612821,0.4087640091753664,0.42349088067339985,0.5535805167720828,0.4727481524326592,0.49782476146905574,0.7724493028083323,0.4283084508585816,0.25516269050100265,0.4247640543668147,0.4170242005180058,0.6131416947862168,0.6208793090139595,0.37945825271105726,0.48876078365642117,0.5184789818852465,0.5091184394928325,0.42709754824183366,0.5317875739168189,0.6105104184076214,0.6133542891018611,0.5354913750731087,0.5795629791879439
KLjJykkJTJQ,1,0.3296969124143539,0.550810158443018,0.22546467944160178,0.3514743581635073,0.8539324607687557,0.5427864035000596,0.8646653302828168,0.47236635110974623,0.09693012433818715,0.16072528016128168,0.7423908999760447,0.21382812963152098,0.321531849650013,0.18893126622855277,0.7376918203381228,0.29828799891747165,0.46997985826124067,0.7936926522220257,0.7275012180771356,0.5422108734681149,0.45551226293277963,0.5949288159259931,0.4261169899821543,0.42048690753343443,0.7079019288248599,0.3730362969841773,0.4632004419200317,0.34519543906988526,0.38348051295173524
Lpb3Zms1_eM,0,0.5326610110747614,0.6932278768298901,0.691171836645469,0.5032248821293694,0.31274809713136326,0.43847700700423387,0.7507640220946509,0.48155270617575313,0.5404269326116169,0.45446552431068776,0.4330556962701816,0.581594937259841,0.7412235238940833,0.3542639122258292,0.12338363244262372,0.7282125007892306,0.40555076667735523,0.41800209911895264,0.37079431774486354,0.4817756829411896,0.3465657592963934,0.4157180050478432,0.5865957992262856,0.4779516847634112,0.6175006947668223,0.49960345802477546,0.47485087966246103,0.3703259092361478,0.43880131711261894
GhNA-OoQwVo,1,0.48586692202161125,0.26491373438849475,0.4869417752255742,0.681288912294109,0.7284819726206228,0.5428663388848844,0.48818683263605617,0.5568441831284042,0.5998150036456704,0.47309741861656496,0.1772750456500391,0.508885804057823,0.6917719348024977,0.5011358297885699,0.6311724105710839,0.5851253971632171,0.4326591295981139,0.8137586866638246,0.6311763951070756,0.3098860494547023,0.4007890830651839,0.45690864556562955,0.5837844279659543,0.48010775499650726,0.3811152814411482,0.5935969520535649,0.5300394297298906,0.5020378304969726,0.47401323488278035
BKjn2_Ina5o,0,0.8808289961431142,0.4343276528131149,0.5260167371450103,0.8239171064345572,0.326360519490723,0.5631294091272836,0.1517170970279994,0.2826110041781302,0.47519482273165903,0.2920398531503155,0.3315214858591964,0.8340965182467828,0.6860336056513553,0.3834471253077829,0.08811557896454157,0.40059083939291457,0.19751521376867928,0.4891486915587599,0.5069013886637911,0.4989352430836048,0.4552500709803705,0.6538637258778034,0.6097366120183904,0.3517125478459833,0.6690694579015198,0.593191402533929,0.5867125012885127,0.4529284876221768,0.5840751283103837
WlWmwWQaUws,0,0.6500703358187234,0.07018138980426802,0.3987288721131888,0.6922961430537905,0.30827751556064753,0.16223046859481144,0.5520832196595036,0.18284900528500336,0.789931324998537,0.46520844096039177,0.2705783861937783,0.5797695335343229,0.5387469879497138,0.706016753216426,0.21141137524044457,0.5436340240583253,0.6393722334943244,0.6760328293013372,0.5258394119511982,0.31446336333823216,0.5199816746348315,0.3641839268932907,0.743830274680817,0.22115280409347984,0.7602682506206349,0.5891518508657972,0.5704558749251696,0.4301965522763853,0.47015073765271853
NBEmJbvVIQQ,1,0.30890270857258595,0.612259835314535,0.2529538930171966,0.5270803568799967,0.5803251550227507,0.6639976844100637,0.794220334142837,0.5084922653592403,0.294818503684698,0.1499253530483798,0.6200018586228997,0.4591346472650655,0.5272929065696733,0.33143953418428124,0.6937564314692829,0.40069183492400495,0.3621397198524099,0.6548732968763912,0.7353645848060046,0.5172953298476572,0.5122419782478944,0.651942881754336,0.29931320286716745,0.347850861011879,0.7611832053890336,0.5129616851466199,0.5479058613341432,0.4234515092805754,0.5486286752417506
BgWpMAisUow,1,0.5714798873901427,0.6072798405957269,0.6569701138835399,0.5345908140889755,0.7890224774249028,0.7062427815172789,0.5086036217655137,0.7616535107482997,0.5313359414314667,0.25869745154440227,0.3255246259354093,0.45112872946006366,0.6031324529255935,0.28930847390575076,0.6518999389910971,0.8937959762142051,0.32751663222393596,0.7242104095948938,0.4560032642721043,0.5071834535502995,0.3415706059340678,0.5564815627087624,0.5207013143191257,0.5114363639533119,0.45868509602998253,0.5220395413454878,0.5125494975886937,0.4596612155967878,0.42228035984358236
thD6TNUoyIk,0,0.49880116841956257,0.4728864845282943,0.7528690194993326,0.6810128764477694,0.4136095655239509,0.4261764109384666,0.547803616422871,0.4705785634251265,0.6949118587786867,0.3632231844175023,0.31565668433969657,0.5481679878114096,0.6072110834439242,0.31609105190631115,0.2880215852780903,0.4383750340210935,0.3868007916037133,0.2913143209067077,0.1785454715952265,0.6911149379351146,0.21605423823213132,0.416955037004159,0.5071159390901597,0.4538102857487491,0.7446032239681106,0.5153321720308423,0.5894123906689493,0.49082534380242465,0.574606316439657
s4ePynJoHLA,1,0.4434495110279859,0.6901501612797445,0.696301876840847,0.48999771753160726,0.8638426065473594,0.690419849656918,0.7111624862730478,0.8227658811972596,0.5492120616504147,0.16589391587293145,0.24794091453170436,0.376980363966488,0.4971139218188798,0.16958749177809535,0.7598273353602076,0.9371562722716134,0.34408827250119994,0.7328789379508479,0.41347332410801846,0.5857358699481978,0.24297689520902488,0.47240835683216414,0.6184882254694443,0.7540469421627858,0.36168593804986304,0.5490340807104911,0.5405219502257056,0.5095631462854869,0.5602133795143982
