"video_id,comment_count,comments_status,view_count,like_count,error"
"JvkbQGOvjxo,4431,enabled,2516454,31704,"
"I1JYKvRJ6Oo,3,enabled,450,8,"
"Buc-2L29Uig,543,enabled,1887493,10583,"
"wn2jKp37uHg,490,enabled,204496,2257,"
"KAzSEZqrbO0,662,enabled,1126526,6232,"
"0hjInDJRtHc,733,enabled,262336,2647,"
"Zskrp5C2kh0,8321,enabled,7376419,29631,"
"c_efBMq-LqQ,2574,enabled,668779,14577,"
"YlNlR1em__c,878,enabled,2720582,20756,"
"HuXO_NsWmR4,6161,enabled,2105394,17706,"
"0RN6W3zBV5E,49,enabled,34738,118,"
"WRYchBAdllk,200,enabled,339833,7496,"
"EKsBSKOA3hQ,299,enabled,3115304,10714,"
"RGL-2MxhJJI,215,enabled,594863,2740,"
"b2rdQgcv8CU,3401,enabled,4639624,40153,"
"cBi4txEe0vQ,134,enabled,1254221,2871,"
"M0ljVwOxL5k,869,enabled,770993,11790,"
"nYlK9GnfOb8,258,enabled,93443,2188,"
"lnFxzrhiBVM,37,enabled,13137,141,"
"JLhYK2dgqMo,5319,enabled,770207,6897,"
"jLw4Eq90wNk,2891,enabled,2451081,22573,"
"htOroIbxiFY,4510,enabled,9972227,44403,"
"dQ591CfNbgI,19,enabled,7359,185,"
"U8u1Aydxjl4,1486,enabled,470969,4436,"
"J4DCp1w6kPY,610,enabled,2840362,9494,"
"TL2p9E1yd4o,1392,enabled,1807267,12925,"
"3MS2da_u1oY,3693,enabled,2919711,21918,"
"olHpRkkYSSI,0,disabled,6008,181,"
"Hf57IfvxFng,1464,enabled,1782910,9726,"
"EZR2tVjPjdc,0,disabled,17026,327,"
"lYrqvYewUIQ,1150,enabled,1505826,7384,"
"Qngs_A2dnZ4,3065,enabled,4039885,76034,"
"w5LICH9PiIU,12269,enabled,4832789,21551,"
"XpMNW5aUIbI,301,enabled,1138217,8633,"
"4kUM3RRW8H4,1343,enabled,1981681,16579,"
"gBEvvW4DI78,1021,enabled,1471693,16247,"
"VV2U5PFJNNE,1829,enabled,1272071,18400,"
"aVHDjmvrXfc,604,enabled,573038,9024,"
"iDyVRuqrCZI,5156,enabled,6900736,40837,"
"KWt3H_jcr3c,1162,enabled,3878874,20906,"
"UYmeNInDzTI,0,zero,166739,2896,"
"TOCY0lfU1rQ,3687,enabled,7890113,75156,"
"XmyxQ8HNe7M,626,enabled,56227,391,"
"WOBsNIMnVDE,6169,enabled,5522069,59275,"
"SuvV2NCG7X4,1318,enabled,2501813,14464,"
"Z5OLzDmWWJ4,1239,enabled,2354880,8410,"
"JHTSPtnWqxo,402,enabled,61142,1021,"
"1ttf3lwC0-E,97,enabled,212404,1396,"
"V6ICe8ng8Dg,315,enabled,18962,257,"
"UmqSRioEnXY,94,enabled,63133,685,"
"BVZaK5a7vvk,793,enabled,1239733,8034,"
"pZbdz5uzGms,20,enabled,43034,75,"
"pwe-xW8-rHg,60752,enabled,10710433,313506,"
"x2l75JEuxcA,10868,enabled,10847851,134864,"
"8jKB0dRWkQM,7810,enabled,2044683,38936,"
"G9Kf8Vfcze0,134,enabled,81732,893,"
"TTNMUMmvQto,646,enabled,805549,7442,"
"6NxZem92X5Y,1753,enabled,1215480,18506,"
"rb6AfXuDx10,329,enabled,1373849,5769,"
"wfxdOjIvBiI,6999,enabled,5087494,45326,"
"VNKo1hoI3po,631,enabled,2937716,21092,"
"AGLWZPQH66Y,11141,enabled,13163282,137054,"
"tdqTp8F7OQ4,183,enabled,1896515,2402,"
"vsEPE3Jh_y0,4728,enabled,3670201,57857,"
"4HseDRZ0CEo,3067,enabled,2475832,29885,"
"EokrtVoG51o,2228,enabled,748173,15157,"
"Cn0pCvp0CPk,339,enabled,265912,5374,"
"LqWrp7RCgMA,1242,enabled,283671,5517,"
"uh8phgFP0Cc,1009,enabled,504656,7088,"
"1Ds9fVKCEs0,658,enabled,277413,5287,"
"ZkTUW-SVyUE,256,enabled,624180,3023,"
"Rq24m0bSzB8,43,enabled,672384,1039,"
"9qdDvFpMg1g,45,enabled,28660,668,"
"ASNUcYlBWRc,2242,enabled,1203815,19514,"
"hdTtqIqxdEY,120,enabled,21007,214,"
"hqIcHGRLxyc,0,disabled,21069,140,"
"jTFcWVNSGZQ,14,enabled,42345,313,"
"87s2OMWOsug,435,enabled,132492,2701,"
"iYLJjDZwtIY,680,enabled,1592516,7718,"
"JL9TOipHrIA,2094,enabled,1584017,21536,"
"brfOLeAjy8w,76,enabled,266251,1429,"
"yHAPtCJt_WQ,5,enabled,44621,190,"
"2_IxSxt0JrI,126,enabled,15688,252,"
"ODLAF85hI5o,2079,enabled,2006792,34922,"
"fS3wGCxZ10M,214,enabled,119646,1493,"
"aETKLVBjZkM,1,enabled,789,13,"
"o90yH5_fMbY,1142,enabled,1880939,41037,"
"noF0OvsJugg,1623,enabled,1737836,21951,"
"sRA6xdTsPiM,5854,enabled,2891534,28986,"
"Ju-AEhX8FT4,4951,enabled,4866947,34159,"
"c7meCF1r5XE,22,enabled,12136,407,"
"CVoksc5H5yA,3810,enabled,1558812,18841,"
"ZS5v2XnFbjs,812,enabled,542476,10354,"
"3ty6GAWj9QY,383,enabled,288710,1882,"
"gVWV2DB9Xg4,360,enabled,80332,1560,"
"kaTO7iNRKac,2560,enabled,2375715,23689,"
"vIQArwp3cLI,44,enabled,31911,301,"
"HovnTzQ7yIg,615,enabled,8363463,20054,"
"wooaBPLcjmY,2020,enabled,5793536,57278,"
"3AwFRwhNIrA,315,enabled,164917,1988,"
"_s39R_VKu9s,33,enabled,7445,197,"
"KmziR25Csvg,916,enabled,674962,6213,"
"bziY6o0ipI8,59040,enabled,6516498,64138,"
"Lbp5FiILKvw,215,enabled,162380,1233,"
"Z_tDyL5w36Y,2290,enabled,5043122,41077,"
"U3re0A_Piec,56,enabled,30321,477,"
"mHdy1xS59xA,11749,enabled,21485953,755074,"
"yn99ItFoopQ,370,enabled,474234,3755,"
"5kBHgqwPu1s,1013,enabled,672638,10989,"
"z6OeD32ZAnE,0,disabled,5384537,48208,"
"DE1cAWlHLhU,30,enabled,23522,175,"
"Z8SQeprQe6M,43,enabled,5623,86,"
"TmORMKTHuOs,4060,enabled,4049896,80659,"
"yHO3gU66CCg,1474,enabled,424894,5335,"
"TeIpFRN7sb0,0,zero,9178,24,"
"IconZSiBoPs,0,disabled,26361,398,"
"Sl7mO6Z5vWg,5888,enabled,4760254,36170,"
"9ONNX44QynQ,130,enabled,49610,1068,"
"61MPFIdErac,5180,enabled,13260941,113764,"
"rMXCy703zIU,31,enabled,2177,87,"
"5sYsF8Z5g7I,362,enabled,390582,5413,"
"IoKDQUi9nms,65,enabled,42572,341,"
"KzSwXVq0rRo,891,enabled,184008,3408,"
"D6DEagL4aFQ,2521,enabled,1279180,14195,"
"vSoxHrYfOdE,578,enabled,346882,2086,"
"nAyKEJUc6gM,1075,enabled,1061523,7542,"
"H1FeZBKD7lE,4644,enabled,1813917,35791,"
"qXZy2NDGaVU,5388,enabled,1377241,21262,"
"5wosC9QLQTM,3507,enabled,5688622,22313,"
"ShjRCYXU-xM,801,enabled,262886,5022,"
"bjIUHssc_VI,13,enabled,20280,447,"
"PXTAhwqqAmY,3421,enabled,596002,8608,"
"lhTQgIwKhoo,45,enabled,6369,107,"
"Zk8-NMLuh1U,286,enabled,1363641,8274,"
"-XxhX9rIZjM,608,enabled,4964676,11201,"
"nltJ0uSlUhs,575,enabled,201535,4089,"
"LZ9imO-PP1Y,0,disabled,403696,5126,"
"Ksrk3YpvZX0,10461,enabled,3878895,65386,"
"Pe7gDieRKKI,214,enabled,85863,1814,"
"RTnDs3ujHXE,8115,enabled,4950721,40491,"
"u42COg-qCMI,126,enabled,62312,1741,"
"EFkCSHbZlsw,115,enabled,116116,1567,"
"lby3EcvSGfc,3554,enabled,663505,9012,"
"WpHtn8uay7I,257,enabled,91114,836,"
"khbLWzR75kc,83,enabled,72876,2285,"
"NDrOteZX0Ao,6684,enabled,8291133,48912,"
"DM8U9h6QSCI,3693,enabled,2724674,27241,"
"jto8n1dBtS4,18,enabled,14799,125,"
"UfOgf9rT-Og,92,enabled,49893,791,"
"62SkDH82Brw,744,enabled,1918321,10510,"
"kxHK5mfwOmw,566,enabled,5118952,7345,"
"C3jh5E5-Z64,15,enabled,20179,182,"
"YWwqkKdv23g,18,enabled,8560,133,"
"wUNLGdqm_-0,1737,enabled,588294,8644,"
"xrP0RTb9ae8,2707,enabled,5359407,39640,"
"jKoxgxaNXEk,1435,enabled,586306,6737,"
"pv-7dgPoBn8,514,enabled,517700,6803,"
"KKyjkpFHPGk,8781,enabled,2613701,32447,"
"z1m5aRT_abw,17530,enabled,6015477,65913,"
"el9lIgKFMpA,19,enabled,24255,310,"
"TxQYjxPLH3Q,32,enabled,11010,341,"
"oU7siLAXVbA,2751,enabled,689527,15295,"
"eKL045fZ5A0,706,enabled,444638,2689,"
"IrlZjYcuDOo,94,enabled,84842,1268,"
"guKf_NDSKqw,1237,enabled,827867,14588,"
"cHEIue7P26A,9,enabled,38551,123,"
"47O_rpIa_vs,172,enabled,2028,104,"
"xTKmvLxqOJU,0,disabled,6061183,34559,"
"3ffMTn9cJX4,199,enabled,333444,3088,"
"vIsipEJSMww,26777,enabled,8293300,66292,"
"nKte92jc8L8,6301,enabled,6652866,31685,"
"pMDKpPn8Ftk,44,enabled,222867,671,"
"xR3zhlmSrrc,27,enabled,22266,850,"
"1qSi8EUDgZ0,177,enabled,31871,1113,"
"w7N2V81KzdE,1464,enabled,1694495,15468,"
"pH5qhadzPbU,835,enabled,63081,1572,"
"cXYtNhJhVDo,896,enabled,369509,5035,"
"e2QuVrT9V4g,1545,enabled,1742149,15229,"
"Vjl5xGzkNvI,43,enabled,10749,620,"
"QKoXwdwM4Uo,307,enabled,512609,4016,"
"3l_fdT5hC70,1484,enabled,1974949,11958,"
"r236ual6gyM,893,enabled,2322023,23719,"
"wWdsGfzdReU,535,enabled,1969334,6742,"
"9IIF8pi76SI,69,enabled,72115,2181,"
"M6V9h_16lso,146,enabled,1065306,1393,"
"j4_9Amxs4o8,13486,enabled,335770,2387,"
"M1AiUxS2kRU,2985,enabled,2873405,12708,"
"vgA2gxUwEfg,302,enabled,28693,651,"
"EqZfh8AfSGE,2889,enabled,2251842,20805,"
"QQ1Xr4Vzam8,1765,enabled,15651459,23267,"
"szsITKAs5B0,2593,enabled,424326,7189,"
"WoQFcHDHyrY,22,enabled,14659,246,"
"-XtReMW4jXM,226,enabled,2186718,4476,"
"qFBSj8xOhU0,2533,enabled,1320628,19974,"
"tC90kKbPuEU,166,enabled,63290,649,"
"CNfJj6L9BH4,566,enabled,2241240,8821,"
"bQ6oACsSsy8,1632,enabled,2079428,21813,"
"JLAnRDdK0kw,0,disabled,11457172,93448,"
"S9gP6jrLv7I,5823,enabled,2694273,42538,"
"xtAOmpnSwvg,172,enabled,165887,3941,"
"EaBOPZBSNCc,219,enabled,44710,367,"
"2LQyh_QwwX0,11,enabled,106952,62,"
"7iPRFFVd5PU,1239,enabled,2274418,12641,"
"cRVwUVRPvm8,72,enabled,131278,951,"
"G-vIuwqUO5M,202,enabled,144940,3395,"
"fhN7f1GtE9Q,7275,enabled,10566769,61310,"
"xQqjnyrT0ms,2131,enabled,8754397,100939,"
"Ed9DXly5VJY,3877,enabled,2964796,58359,"
"DIf5CKW4SOg,736,enabled,278514,3126,"
"YTH07sws92E,0,disabled,1385633,23647,"
"U9e3WA3ZHek,151,enabled,2003926,7311,"
"06JwbwL3yEk,49,enabled,68057,1693,"
"iftua6lS7vI,2909,enabled,115697,1435,"
"NOhyduxTOGo,2624,enabled,13109957,58397,"
"xpc62ygz3HU,1864,enabled,3265614,37281,"
"X1PsuaqmJjA,428,enabled,2196293,6055,"
"z9gRMUjeMNg,501,enabled,120226,4500,"
"BhKemHXgArg,816,enabled,481051,6466,"
"jncaJ_OJajs,958,enabled,101759,2877,"
"fC8Y0Tj2bsQ,135,enabled,39447,1033,"
"6pqGXh3CbPM,34,enabled,61436,485,"
"_pjzQgq6BzM,11,enabled,8685,169,"
"BDdKTnoRXuM,19,enabled,9703,67,"
"lVU8Hd2P8Ao,605,enabled,7116073,14084,"
"OK9udPK5a4Q,291,enabled,296998,1124,"
"tdFLruEV__U,496,enabled,216418,4360,"
"nx5HEciiKnQ,2887,enabled,1549459,16554,"
"n9IFaBH2vdk,2585,enabled,2738448,29272,"
"voNBzuI7IJ4,1024,enabled,5373226,18187,"
"XL_HO6oR44w,4874,enabled,2683897,24840,"
"SUHOWVgiBVw,17,enabled,7094,205,"
"dZclrwbNumw,366,enabled,117883,1303,"
"JPXyHVukMWE,734,enabled,1406407,6371,"
"mSwUNarKjnM,119,enabled,124467,1406,"
"4eO9SS3wvLY,5475,enabled,13389187,81274,"
"8hsm2QIEBkY,71,enabled,253454,1489,"
"ibYK8725OzM,29,enabled,26794,217,"
"rSlCVtsx3-I,6658,enabled,10281910,60753,"
"meWZBNSst0I,33612,enabled,20617315,127183,"
"luKsEWiGl7Y,5686,enabled,2048193,30785,"
"4GqxfvyIKTo,39,enabled,29094,352,"
"BBdUlJkqILQ,644,enabled,380887,5785,"
"dY_4ZpDxr0w,48,enabled,24018,506,"
"6IcTaDsLvdM,93,enabled,37854,532,"
"YNHFIA7Nlb4,1470,enabled,2931960,17679,"
"nUTtPoNUfYg,81,enabled,19286,758,"
"R9E-kkGdF0Q,68,enabled,2867,68,"
"Nte2Yt71ZQs,6238,enabled,8705701,97539,"
"Ib9wJOgH5Z0,666,enabled,1943524,7948,"
"lAB94vfRBXg,2949,enabled,1131955,7908,"
"_8P5tzURxek,1476,enabled,1099792,7817,"
"NC0zIJrX4sk,1750,enabled,1671214,8607,"
"5n38XDmdm_A,57,enabled,21581,349,"
"5Wallpu_h-c,46,enabled,12140,495,"
"MMIgYCpMbI4,836,enabled,3806721,11216,"
"xkpm22ZpmVI,63,enabled,80039,566,"
"_CtT6N4kjvU,0,disabled,2404648,26294,"
"GmZpqiFecBQ,239,enabled,95640,1790,"
"qaS-PtwBUEQ,12928,enabled,32782174,370640,"
"7kvEMyd15Ac,272,enabled,88141,1870,"
"OIscaRDn6oU,1438,enabled,17849536,18969,"
"Jr964GXQ0po,419,enabled,649057,7640,"
"ilMMiOAvN0o,1285,enabled,3016864,33686,"
"3XxLV2TAXeM,405,enabled,569449,4271,"
"ZBYVJbUmZAQ,100,enabled,33058,684,"
"BBsX4a7qXRM,2012,enabled,805394,14612,"
"OKbr2sHSYPc,0,disabled,68360,948,"
"CmXEScn2A_U,82,enabled,456209,1413,"
"0s8HO2rKE74,51071,enabled,16860616,156988,"
"E6zvKrhG1jo,63,enabled,3784,66,"
"bPEHAY1iKig,387,enabled,74674,1716,"
"qBdCEygLdRo,187,enabled,58157,532,"
"VIMzWA9cTZw,46,enabled,40769,358,"
"EvCNN562Ug4,570,enabled,198094,3482,"
"QbLMom6Qt0c,2904,enabled,17766450,112822,"
"5Wl7aF4qUyI,1836,enabled,3261344,10782,"
"33-0OTJ3h5o,210,enabled,1492178,4190,"
"t699W5_NJF0,1395,enabled,3494934,27585,"
"9Bu9CNANWw4,1398,enabled,997390,10504,"
"ld76DJfpnFY,5,enabled,16374,233,"
"i0xmZ96mflA,140,enabled,147810,1527,"
"ahzxUEoJBKE,848,enabled,460065,6206,"
"SgjtEx98UII,398,enabled,183725,939,"
"KRfO7Otjvfc,29,enabled,66657,492,"
"5NRapD1_jus,118,enabled,53570,1181,"
"U6TZzYdcRV4,4217,enabled,5433336,82041,"
"L0EPQsOVwQQ,1498,enabled,4467378,19993,"
"U1V5Rs3aWwM,935,enabled,1150411,23609,"
"0xJ1hJ5XIyE,2828,enabled,77316675,40751,"
"O9X-IzD1QlU,153,enabled,114458,1625,"
"ORTyhU7FTPA,855,enabled,3589953,20717,"
"34fAv_buRw4,2284,enabled,1733907,18179,"
"UcLhSNUyBT8,44,enabled,20226,227,"
"-WxpYyAywY0,129,enabled,61263,609,"
"BnEAn6rgOw4,133,enabled,200594,1705,"
"iv6vQltjS5U,4722,enabled,3421963,36601,"
"6vYGawK4ajg,2259,enabled,4523443,38132,"
"6vVla7hO8Mg,496,enabled,877298,2496,"
"vp_txd73U1M,34502,enabled,8055682,219643,"
"fwFxMW5NmiI,240,enabled,86878,1397,"
"nc0lNWf8ujo,74,enabled,13255,359,"
"wOYpd4X0gwM,10062,enabled,7226826,59569,"
"uDd7AtBQ89I,7,enabled,2156,18,"
"DEtBmM1gE7U,5334,enabled,5115342,57700,"
"lUzZIOq7u40,338,enabled,404999,2101,"
"hH-XntwV4FE,659,enabled,712962,8401,"
"pSmFd_I6B94,1089,enabled,744183,10178,"
"yWznXkXtuaY,30,enabled,17240,135,"
"qCnwXYuzoco,31,enabled,21115,338,"
"511EKR4ydbQ,2,enabled,6118,12,"
"9Gt_-yO72LI,3100,enabled,6558141,55415,"
"cbOti79_w58,21,enabled,2370,139,"
"6XZeIovgjIQ,60,enabled,57765,1060,"
"xa_vbbWao70,1028,enabled,1817297,8409,"
"WbcBFaoSxZA,10357,enabled,3783731,33926,"
"5B2dfZnxTk8,16,enabled,50979,252,"
"jQdHJHPoJ00,522,enabled,784171,4410,"
