video_id,comment_count,comments_status,view_count,like_count,error
SDUWutN67f8,3417,enabled,2804542,8550,
7qCESSohvT4,10929,enabled,4594545,61477,
lKxbgy3n4cA,11434,enabled,5675255,44768,
hLozMwCrM9w,4322,enabled,3675903,24851,
tkRSIaf-VJs,707,enabled,223641,5413,
cix92rAvErk,169,enabled,764463,4312,
C4aHphlpzB0,72,enabled,9330,220,
qixKtRIQIC0,142,enabled,29332,620,
8KDBwyU2kto,10,enabled,2181,34,
vjKOL9O-CXQ,5,enabled,586,16,
EAN82Gdz7Jo,355,enabled,1110614,5592,
Ri2852ICTh4,32,enabled,39581,414,
4cdU17WVqN4,202,enabled,381355,2307,
-RfsfNsp1vs,9518,enabled,41622736,747376,
ZG93cyyRWbg,816,enabled,681947,12844,
KTViaGA1cqA,1566,enabled,8601593,38404,
L3GJiAprbRQ,800,enabled,710120,6909,
7ZLfBDeqU6g,1205,enabled,7282658,56365,
PFxmasZDI9g,191,enabled,51639,1415,
hHv3mHwg6y0,24,enabled,151827,1245,
15C40ArADd0,1210,enabled,722578,8145,
H2_ua-lCn60,3078,enabled,3752113,29273,
GMFVQwdS21Q,2402,enabled,1538145,21227,
6KTM7bcauRk,20,enabled,11159,138,
RYovaSaVBAg,1337,enabled,69315,2045,
Iz8LtbrCMs8,57,enabled,85121,708,
jUj1kh-JpUo,574,enabled,135306,2384,
TCm7B-inSOg,387,enabled,156319,2910,
F_TtvDbJ1kI,2254,enabled,1178763,11706,
JRUTSGBX9sg,3141,enabled,1119866,30835,
5pUz4wrFu7g,157,enabled,74728,2530,
mnV0BaqBWxo,9860,enabled,7158542,49436,
ipWLeP59tG8,77,enabled,19917,458,
fJrmbhGSH3k,80,enabled,11806,138,
SDIsHJxEvjw,3942,enabled,1319604,24476,
tyHHTjYxRKA,61,enabled,53549,664,
mV-0nMPpshM,5469,enabled,7356456,68686,
irihj3tg8zI,142,enabled,40274,1281,
6XCLWNG7Fb0,570,enabled,2196647,14856,
BicD0RF_H4g,4804,enabled,4476041,19720,
Yrgh_kXNKxM,3341,enabled,1702076,30289,
7GT16s87M-k,2359,enabled,1951288,27264,
kKXHcySbawo,1058,enabled,2750643,14075,
yBgYPkfpsFY,121,enabled,68742,1534,
1W-mVDuE6Ig,591,enabled,727779,5076,
5o9bGoaIBww,33,enabled,32189,159,
kE0BbuBKJ7g,836,enabled,3676393,21402,
SF_UL0TKh44,109,enabled,62280,1063,
mDIkpI414YI,28,enabled,362706,341,
PSKevgNg3xI,790,enabled,2998903,10137,
XfNOQB2PN-A,23988,enabled,28604097,236515,
Tn5e-QxuGlg,103,enabled,65838,721,
MqHxDv3ri2Y,999,enabled,789059,14356,
0uATfA_WoTA,8111,enabled,9258779,124880,
gUF0kxQhosA,103,enabled,175541,1004,
20easSWzGRg,134,enabled,908802,3609,
lNWPbA9_ccI,2519,enabled,989308,11964,
vQQ8dp2RveM,128,enabled,215311,1030,
aqV1SkXWTIs,51,enabled,66827,735,
76_NaD6DqyU,3969,enabled,840646,15425,
_-7_FJcamz4,0,disabled,8978,206,
tL_SGsOKMW4,1119,enabled,1874930,27137,
5NIZ9kKEqSc,44,enabled,15075,333,
KNHrqoUjtzI,1729,enabled,3531345,20326,
-tyDRH17x2I,0,zero,426051,7110,
CcuRe39tGK4,34,enabled,42930,461,
oeRmZf9SIto,825,enabled,1655892,9009,
g7Nuwo0LLGk,5766,enabled,8045800,43158,
aBXTUo-VmSY,2479,enabled,2310737,32786,
b-eCsGN_gxw,1085,enabled,256091,6241,
SP8fXBiTePc,93,enabled,67731,847,
Cw-MrF3c4sY,299,enabled,171645,2738,
Qm2JaN6zRh4,2510,enabled,4063897,40464,
uZgttCbLYvQ,55,enabled,9886,332,
4O7eVYXra6E,15,enabled,9773,161,
ATZFjJA2izc,1685,enabled,11362033,53413,
_TRAnRCDdh8,148,enabled,37543,571,
wq0toVR5QtM,45,enabled,49864,400,
V9kvCJ758fw,249,enabled,117826,1617,
rqzNH3B0f2A,309,enabled,80658,1210,
F_V-LUzfwPI,51,enabled,259597,1020,
6B_GAZ3jHKg,1924,enabled,3511668,24800,
LdIFn98zLcA,6851,enabled,8951962,58697,
cw41l3SyiEE,41,enabled,2041,53,
98vY47SIw_w,53,enabled,810717,4790,
hYbBcSTq_bA,2004,enabled,484491,7056,
Zj5J8KWkNRs,28392,enabled,8676338,94907,
fsXeJpHeEOA,1020,enabled,535324,10140,
HtQ-84NFTG0,507,enabled,101004,2998,
VXGOfLg6hPo,34,enabled,47270,604,
IUPTwbjQJdw,133,enabled,66565,903,
X9cFa2L2ncE,39,enabled,14233,338,
WAwNec0tFQU,0,disabled,153098,621,
UKAHm94d80o,73,enabled,12599,354,
BJOBsISlivY,1279,enabled,687110,8979,
y8sH_TT47tY,25129,enabled,8002212,90557,
8jfTdH5I4y0,551,enabled,265501,5260,
n7qiTdSCKkQ,4790,enabled,1991756,22313,
X8RlqcMZqgU,32,enabled,42461,444,
5zaBjnkg-Kk,17879,enabled,5603560,71922,
brOWALdRC5U,28,enabled,5742,144,
cJ5bNwscHU0,4057,enabled,2002230,35645,
__T5edF6UK0,776,enabled,406157,7508,
VYuwhwdzM3A,71,enabled,47713,289,
eVcoivuImXQ,1976,enabled,2789914,42979,
bSkkE4hpLUI,70,enabled,158220,1204,
By-KcYGVTCc,1162,enabled,5055940,31677,
YslQz6wH_Wo,1053,enabled,1031155,7976,
yj9YM9-Aihc,120,enabled,893541,1876,
dedlBQQDmDE,1541,enabled,250356,2702,
TabmOgxTVVU,1719,enabled,5839293,27901,
C9hDdSZq8Qs,29,enabled,21412,242,
F815eqx6BMI,43,enabled,23765,231,
8rjBc_Lwrq8,315,enabled,302366,1019,
W-ffqY-n6PE,898,enabled,255348,6694,
us3UVXR9kfo,674,enabled,1632475,4983,
54fLSvIPTI0,18,enabled,9530,245,
q9YVywJEYmw,2339,enabled,797336,15237,
SNRZMpA9_mI,2552,enabled,3352103,32054,
42zR8ColBPU,1206,enabled,1393995,12528,
3mP1enywJMI,7330,enabled,5289394,44366,
IoZseQRJpAs,229,enabled,137093,2473,
l0BRAvqfwZc,3461,enabled,4185952,31570,
KS5rg_k0zpk,2404,enabled,10621112,40807,
5L8mx0_7oI8,61,enabled,33324,640,
WNU9qQ884uY,30,enabled,9092,161,
s0489-KShn8,1427,enabled,1288098,14439,
Uy0TBu-1-38,6134,enabled,2720931,34096,
rW53E3ToFRw,300,enabled,880031,1621,
sbXf0x5gIi8,656,enabled,1343058,8710,
SIzEJfDcZpQ,3449,enabled,1567821,33152,
WeonnphUUAo,234,enabled,198014,3775,
_CVw_tFlacc,375,enabled,1036981,6024,
oso0u74NZ98,55,enabled,156776,1091,
Xc6EsA9wFdU,3711,enabled,892521,15724,
iI4e_F7Yy1g,428,enabled,143994,2182,
AyUVsNPZC2o,7,enabled,5669,109,
n8CS0JE1aKE,31,enabled,68083,454,
27zD-GUjy1k,104,enabled,94005,798,
YbvpqyfmUxU,8333,enabled,6018809,76153,
tiEW4-WGTFA,129,enabled,89785,1304,
tJZLB_JYnrk,229,enabled,1627112,5497,
f9somyEzpaY,7253,enabled,6061155,56706,
Fmxai0y5jjk,108,enabled,948607,3618,
rufj8ldbQLg,671,enabled,215703,6055,
LZvGRxHGhaU,5,enabled,4611,375,
gRpxpxGfjhQ,826,enabled,172035,5120,
5rqON5NqaxE,67,enabled,13402,356,
193637HOYRI,11495,enabled,4180731,19235,
Ji3VcobCbr0,290,enabled,727462,1650,
IRhhp8dBvZg,111,enabled,277506,1929,
6vEVdDk7PM4,14,enabled,12951,145,
YA2fgelD5Pc,1086,enabled,1025509,8742,
xOlKDKUQsKE,12,enabled,58562,147,
fR_TvmwNmJc,638,enabled,1583007,6607,
ym4uVS-5tSA,11819,enabled,105573761,206885,
HNpSUBRzQ1k,43,enabled,61094,620,
_Hjnz3Rc2Cg,1595,enabled,2679014,22883,
bU_tR98ucSg,7914,enabled,1895711,31807,
pUj2SlD-DI4,37,enabled,11644,191,
1VIlNmnjrAE,1751,enabled,1385743,27575,
rTyhKmB9fMQ,40,enabled,5546,184,
UP1BuHpGTjc,818,enabled,140314,1952,
6yxgQeESO1Y,0,disabled,3656335,6561,
JtSWZavX31c,135,enabled,31545,1078,
Wi5OU2R_96s,1874,enabled,1586296,10124,
--mc5lTTIQk,101,enabled,81611,754,
gq6oxzvcpPw,264,enabled,1274246,5881,
BwPj6O-afX0,24,enabled,6128,203,
_kbN9m-GlkM,305,enabled,447662,4964,
MnWoFeIyMFI,10474,enabled,2894161,48987,
EDRZCJxGoIo,5083,enabled,2761517,26943,
N3jL1GxZh5g,21,enabled,25336,185,
ZsO-f4iqqMw,1036,enabled,1146389,17156,
QR_RN8USCYc,15426,enabled,3005461,48000,
oZgGHCfRIOI,156,enabled,39011,1319,
LIemCBAYKUs,8,enabled,7382,250,
GR-vYp6pXLg,118,enabled,139920,1553,
P3l4bl9AEkI,4,enabled,41680,93,
Q6niHFCtO5A,32,enabled,118797,285,
jEdxixnii_U,225,enabled,157690,1132,
BfcuqAn2lpo,931,enabled,1180895,9743,
p4hMMmnANSM,25245,enabled,17106418,223019,
RvJPxq-S_LM,8,enabled,1115,18,
DkZjR7cPTZI,3236,enabled,2952261,32676,
LKA7oSeoNLU,2103,enabled,1156637,20114,
0a0rmxCaCzY,1130,enabled,1619131,8113,
rxFZkRTlydI,1710,enabled,591984,4905,
nStq5zEQvVQ,36,enabled,30981,477,
s6_J6I2R9dk,725,enabled,54874,2513,
-aUVcej5Dyg,2915,enabled,3726943,84512,
LTurDWdE1dw,98,enabled,195907,975,
paAc260OD8c,3,enabled,1905,26,
r7j9cBnpfx8,290,enabled,2902370,8780,
v0ylg-sS3aM,58,enabled,55774,648,
LnAYKgf9lYo,923,enabled,2544890,18393,
ghp3Lcmk4l0,543,enabled,585838,8131,
U3f1tmYOqpk,6,enabled,1648,64,
Ucx0gv8G_VA,2076,enabled,4491175,33191,
CPHiJYpxe0Q,3030,enabled,871577,14575,
YFNJ1jMqcbA,563,enabled,1401184,6536,
zj0xF6tdk5Y,761,enabled,3805936,22526,
YIfirBuaV_c,7445,enabled,11065383,76698,
JXN5xwMI00I,991,enabled,1674627,10221,
tr9q0nQXIF0,232,enabled,258913,3655,
oT9PwbL_7Go,3,enabled,3925,49,
RdM-iEwNcpM,2115,enabled,553777,4955,
2ssz3YWFOdU,115,enabled,41999,1902,
-e1s_Etn-A0,369,enabled,798104,4723,
-sCHKdsRlzQ,2681,enabled,4894474,14946,
pVErEqpqIKo,159,enabled,51821,821,
M27_S6PpzvY,4384,enabled,1137953,18199,
EBkTQDhFhWk,7683,enabled,780398,11121,
48--pjS2sLU,476,enabled,267683,2369,
LgKfXZ2kARM,12177,enabled,3119970,28509,
IyBFfouLzhI,964,enabled,3586413,11953,
1vXfPDyM69A,7,enabled,13795,75,
Mr-ABS4iqu4,0,disabled,7935060,99617,
iq6XepAVUiQ,13479,enabled,5060001,46593,
VVlWGb3InYk,2685,enabled,1698042,19991,
0Ivhdfq7hhw,317,enabled,64072,1285,
ZlMZk6jpRnY,101,enabled,5802,153,
AtXkxsEgrG8,694,enabled,477507,5685,
hAHK7oXsut4,2249,enabled,1481206,19351,
R0CYOQ0qDu4,657,enabled,603547,5132,
8bqypohrl_4,41,enabled,42492,383,
euH4Y0K9mB4,156,enabled,92317,2001,
cFVEoXlNmNg,94,enabled,263528,939,
Rjw5R7Sl0mg,18,enabled,17797,189,
YzlNIZyN3TU,178,enabled,215466,2386,
OlYDfkfJbhQ,271,enabled,182086,1306,
nDmIqLjtyMU,1704,enabled,940545,10158,
IIAzewE5dB0,6,enabled,4635,72,
VMg9eOphzqs,2001,enabled,2044875,18129,
DfdQhu-hrW4,1582,enabled,1595414,6267,
KgoW8Dvedq4,656,enabled,701094,13558,
EAPCQ_dRx5c,27,enabled,6329,182,
FaOE_Uwoca4,977,enabled,667365,9780,
M6lfiu9RIBY,62,enabled,42876,629,
riJ7Ry9ikdo,582,enabled,1072702,6824,
1l4O9VPM2MA,9228,enabled,1611601,47884,
dykcSJdpQG8,371,enabled,479651,3977,
Lbz9VVfVnhw,408,enabled,128248,2419,
yMTtZUTveGM,140,enabled,81999,1204,
Fzz2LPtQs4o,2849,enabled,2144979,33794,
UC5hfl24lpg,17222,enabled,4770169,44597,
dzDaq0UZNt0,7971,enabled,4344403,52809,
RzF7pXAoi4o,46,enabled,17004,276,
ByPAHp3Ndaw,22,enabled,10402,564,
uiLnuPcd-aE,529,enabled,1105096,11447,
LC1HTT4SbSY,12,enabled,2578,27,
NTUaW4pEzN8,358,enabled,441950,6406,
5S7uCR2qUnI,3977,enabled,2018275,34701,
juCE6UYkHMM,170,enabled,141541,2155,
SJLENbI12-A,28,enabled,2010,34,
eg5LZhMPdsA,2010,enabled,641787,9047,
PjLbABSurIg,170,enabled,86145,958,
dHfJ4tP2624,35,enabled,114775,528,
Qu3sup928DQ,275,enabled,872759,3847,
6SmN-hz_LNo,281,enabled,267539,2908,
XxDAyBHNEh0,99,enabled,16183,471,
XvvYApgB4AA,498,enabled,543214,4590,
fu-fjcRCGXo,4425,enabled,2744011,30632,
KV8z3vE59O8,27677,enabled,5633123,75231,
VyJAWuLlkBc,79,enabled,51043,553,
R_c3LZx0tF0,4013,enabled,2548210,25856,
aO8X40p2LMA,0,zero,832100,3718,
B3cotRGNWdY,1918,enabled,13118815,108244,
3MuMPLoQZN4,753,enabled,325367,3036,
eN8t0jA5QUQ,696,enabled,1017822,11497,
Jh6QiH9ZVSk,4039,enabled,32859286,112974,
4x1XSYMpSq0,2736,enabled,3093735,58679,
jTdH51Zz2dE,7232,enabled,4798413,21081,
oF1saSpUTcM,2785,enabled,1312122,18527,
E6_KUdKj4WQ,4600,enabled,2434520,33337,
m9D3hKHS9K0,5586,enabled,3205142,15940,
eGqabNGrOCU,140,enabled,20658,336,
9hX4r0yOAb8,627,enabled,711735,12225,
iP-rOQPsWRs,114,enabled,67697,991,
CYD8zRDaE1I,25580,enabled,11816682,66744,
hPGB1lR1wQs,0,disabled,12910,454,
ckh9ehBQewA,27,enabled,27779,1160,
nU_67T-CdYc,1208,enabled,334078,2653,
PKp8FuQ52eA,20986,enabled,4550514,108587,
e01GIoFak2s,231,enabled,753642,4385,
0f_xpcMhCNA,487,enabled,735780,6882,
pt70U8D1OWM,41,enabled,13324,378,
c3aXPrbGok4,204,enabled,81912,1812,
pARLS8_t9j4,850,enabled,68838,606,
jwu5atqoHFE,14,enabled,24153,135,
xtcXJX7LfqY,97,enabled,47952,1055,
-qrO-aGzgBE,429,enabled,872521,6069,
rc5dFhhkALI,45,enabled,11562,208,
Jnei1md-Ia0,121493,enabled,77122226,331569,
d_9YsLIVWIA,1763,enabled,1116531,4779,
9lmpi_rG3I4,14,enabled,6094,74,
pz6WcZlwX_o,2433,enabled,5966150,33064,
hK-jmsd7fpM,151,enabled,44572,709,
1pJvs-wpJwc,2267,enabled,343676,5304,
dKJlUiGkYtY,156,enabled,144003,1641,
KX4vMWakRRk,11944,enabled,11006657,73560,
lbO33OhC9sA,15,enabled,17526,654,
I3MQ7t7m-3s,3571,enabled,675442,5012,
nsmoGov8bTI,2431,enabled,2278977,17393,
YzA-HMq0rUA,11832,enabled,9169585,67733,
VCzrL7m1WaY,110,enabled,12291,542,
5UgL_UIYvI0,7532,enabled,6051334,127458,
z_qQaMc4HTI,2615,enabled,3071604,32554,
_DTTE7_kiLM,33,enabled,40846,275,
w-sG5_2X0SQ,935,enabled,655522,8089,
CmSDpSCgk7g,1315,enabled,629598,9451,
JopNqvzMIqE,924,enabled,4639492,31413,
VS8GKBIa0X0,311,enabled,125853,961,
gsTjM2WFAeE,6301,enabled,5656064,90902,
hFMFDCAEM9w,10739,enabled,2672569,15494,
p1SMKbMiduM,700,enabled,1784149,4944,
YDIVGAStilA,2273,enabled,1640306,23068,
aFoWqIGjqL4,0,disabled,6428,49,
zaK6vYyTW9A,1252,enabled,310743,1957,
Uzm056zdXfE,9,enabled,15609,495,
j7U9V__YBrA,1332,enabled,288514,2367,
7oFtLoXgJd0,640,enabled,408079,8356,
u8hYcvoJlC0,1050,enabled,2782521,27420,
KIDz7Oc1nnw,32,enabled,22038,235,
f6UvXFw1u9s,6257,enabled,6667622,32745,
Q5On3Qzgu1c,169,enabled,47486,399,
LyEfIKUZLhM,172,enabled,56801,1636,
U4PL_1h2jDk,3244,enabled,816157,17103,
V2NGadLtdjo,307,enabled,182377,1866,
z_6ARuEEqjo,125,enabled,10399,574,
v6LJ8kWEcOM,22872,enabled,24254300,108998,
HPSXi8Br4fs,0,disabled,3862059,37441,
CatavGKNTp4,581,enabled,986112,3311,
ZHrkb5vxIgk,29,enabled,33514,431,
iudQWp80DhE,5108,enabled,9907908,98767,
5nzl6Ca_3L0,786,enabled,1228198,7015,
M2C5Y3cp10A,3207,enabled,15164394,35725,
qkc8oAr7pIE,592,enabled,1110588,7969,
3sc62J6T07c,87,enabled,32746,928,
AyjZ2o1SPWY,621,enabled,325027,5054,
qQAEeKpNiHg,983,enabled,1279795,20842,
019tvNUt5jg,77,enabled,749698,738,
EYpXLjdY8Fw,177,enabled,258232,3166,
10zPdCAeX34,1212,enabled,1295926,21287,
0jBg49dckXU,141,enabled,432260,2169,
Kjn-lhW5RqQ,521,enabled,776014,6345,
xSyEMHU6fQA,107,enabled,35829,840,
NOdULCFV1ZM,1750,enabled,6713877,36290,
UzNgN8zPo8E,241,enabled,126816,3441,
klE-LATsYqs,17348,enabled,5534948,55391,
tII1WY9XIYI,1446,enabled,1358124,17824,
jgu4XTvZ0AA,8788,enabled,826124,15029,
FUwzHKC0j28,80,enabled,57919,1284,
DyTFn_lsR9E,292,enabled,92799,1963,
C-h4kjTjV9w,397,enabled,107558,1999,
Q2DcVRpyA-A,1824,enabled,5663183,22634,
7HpM3SXokU8,666,enabled,18066669,31006,
G3jkyjWt46E,6,enabled,376,18,
X85Uj4d8-hk,172,enabled,151538,5036,
8OXRDVnZ7f0,108,enabled,165970,1347,
szTkeGcrz3c,2569,enabled,854215,10308,
fn6D-Yjo6DA,348,enabled,2375923,10734,
uRnfPKxKNDg,100,enabled,158353,1470,
r3rUslJBmbM,148,enabled,40663,1346,
tjFqmidggN8,878,enabled,970775,6899,
ZZ_ArHbRubQ,909,enabled,753076,10755,
_K0Ka7Mkqus,1519,enabled,4729164,16365,
6OFxNu2BXpE,5,enabled,117,3,
JlsjRLPAdX4,10,enabled,9542,26,
05WYZM2GOBc,1050,enabled,1122952,4541,
0otAdagZVz8,1103,enabled,874307,7519,
KXYfxFiM030,230,enabled,984060,3183,
Ho39QqK_7-o,983,enabled,698900,7500,
-dlAm9Fffsk,1438,enabled,4617397,18851,
xqSOXbC7EfU,136,enabled,65034,704,
35lhqO_1Alk,10803,enabled,2061274,32530,
7kvfkWm4n-U,34967,enabled,15034918,101330,
kFox5Q1OTf0,6062,enabled,3875780,18833,
9bXATNxzTsw,622,enabled,2201652,5118,
DGfQaU_pgY0,24,enabled,6441,95,
VV5Tw9NudsM,128,enabled,114514,1847,
pZqzj1pBfjk,311,enabled,33060,344,
0OCrs_KEEX4,271,enabled,107452,911,
ftB5YEjt3Sk,1992,enabled,976652,10308,
omcQ4Cb0Hx8,388,enabled,2259615,47678,
bjAdq34nR8s,1752,enabled,57323,827,
0dmevuht7CA,94,enabled,43149,388,
_LGy0mNBKCg,42,enabled,35758,463,
0CJYMiPcUZI,999,enabled,273143,4887,
5K33YblO8Vo,685,enabled,799957,10978,
mrdIADWtqZU,55,enabled,61088,287,
2Bdmrp1wdK0,524,enabled,507441,9347,
voPPlUD6R3g,165,enabled,2432538,5018,
MBrCeVqr3OA,6364,enabled,1198424,33923,
92ZAQL7JGzk,3881,enabled,2735544,34099,
cUuYu8d0CsU,5230,enabled,3914229,73176,
fPxDjkqAE2I,2135,enabled,3427943,72473,
NF4nBCwO7Ng,163,enabled,102736,1087,
ovIxYCuPr5U,429,enabled,185379,4273,
mADIe97PbNk,94,enabled,66750,546,
Qqv4ZFRDB1g,6,enabled,6326,92,
-0S0xwCNMGY,141,enabled,24616,251,
H5BWGh3EqHM,5040,enabled,7006673,67850,
jYngIIib9vo,6073,enabled,3320605,35699,
n6KBCoPivUY,1761,enabled,986960,16601,
9EvB5RJmLLs,781,enabled,440697,4471,
3t7o0mHRt2A,14495,enabled,8648626,101807,
-cSk9stRzRg,10,enabled,11164,202,
uPN6W1hwXsc,151,enabled,42685,1659,
BgWpMAisUow,261,enabled,879281,5836,
-Gfqh4PUqVI,11263,enabled,1805733,40187,
fYWH4VTYRsA,9139,enabled,1818831,23487,
_ilXASG4diw,33,enabled,27304,369,
H6X7oQXIyfc,19,enabled,26737,243,
FFX5I9UHhyc,574,enabled,98485,970,
TwJqr5mWUmA,6132,enabled,2803315,30717,
58uVu6vnCIE,7996,enabled,4548386,36656,
PabR3d9LORo,92,enabled,37399,315,
JmrpfzId6i8,8928,enabled,5694955,42496,
Jtgg0Mhe2o4,14,enabled,9573,40,
jNimZaIALjM,1360,enabled,2298523,13248,
JE1pJJWwF7Q,53,enabled,29276,390,
CoiAQj1I-nk,24,enabled,1348,15,
cuIsNp6UFFU,25,enabled,30168,405,
1ooOPOL6JgE,980,enabled,635506,13580,
PxEYGXF4kqA,2087,enabled,3825573,22555,
3XtTRfkkqqQ,825,enabled,255958,4537,
Ax9mnkdoQ3w,481,enabled,297930,5087,
7ziekx7f2xw,499,enabled,580628,10468,
35Bvr09ucZg,6031,enabled,4273048,51263,
6Q1hCqI4NRY,0,disabled,276016,2217,
N2z5dSRkv_I,1867,enabled,2934378,24142,
byXgz1gOjAw,5642,enabled,10671503,84977,
-Npj5-kdehI,453,enabled,546640,3675,
hBRVmDHssnk,795,enabled,712301,10463,
ffh3XCcmItE,1136,enabled,1521380,26540,
KYHN8m2d0l8,11,enabled,5137,149,
yuWtVYxZIzY,1202,enabled,1239863,6911,
CFBqm1SIL3c,4099,enabled,2157990,34776,
0Cde8L-QDFU,0,disabled,4170378,49957,
NFeK8JLkOCo,848,enabled,3181995,10411,
OEmysTAAh9E,14,enabled,17397,231,
I5C328zphNA,14681,enabled,8960731,87394,
A3Y2GZgWXt8,329,enabled,1000666,5487,
_nW8T3J_nBE,10351,enabled,17105800,173074,
8ve_gSkKd7c,124,enabled,205363,2272,
1nZ5p7lUsyg,119,enabled,126779,1413,
v3kiwa1jOy8,565,enabled,1042702,11592,
PZseUKIts9Q,363,enabled,113367,2220,
Kurs5mEOv_U,4165,enabled,1392645,19954,
wIEaGieNr6w,123,enabled,9171,214,
64iu9cx31CM,542,enabled,1143520,17116,
Z5CigvO3MOw,136,enabled,49209,532,
mmoQcL99Vng,3323,enabled,4550054,41452,
68_DzaznA_Q,2593,enabled,1041954,9431,
RAZPjHblJ64,369,enabled,150893,782,
wgVssf01vYo,9780,enabled,2520725,34713,
HgFsr4vKPFg,1388,enabled,391470,9973,
D1ip387XBPI,7287,enabled,5644863,31980,
nnDXmveeD80,24,enabled,8930,456,
A7oSwX-mi60,442,enabled,1942127,16270,
TMQpiigRKTM,56,enabled,66059,373,
lKc0Xu2ElQM,4361,enabled,3716027,36477,
M2NDnzdMkbg,26,enabled,17521,269,
y6CnQvZh9KM,225,enabled,66086,1745,
fcyHO84Bbds,5201,enabled,31059473,136585,
62nADG_HHWo,0,disabled,8010799,48659,
830O4ocyQX0,658,enabled,2586484,8826,
lb_d3bsQZAQ,1796,enabled,1982202,21440,
2htVMOC8rsA,1273,enabled,1814758,19141,
3DP-MYEMwPs,252,enabled,273820,1449,
o67RUr11MAk,2654,enabled,1860809,26422,
RMMd2mrJnVM,5449,enabled,3489421,31672,
WCiTX32O-Bg,14270,enabled,10188430,84115,
DWVB_5IzmrM,62,enabled,71919,471,
5xPxl-Rt2HI,1301,enabled,1375666,16168,
qpjekNiiJK4,9795,enabled,11085125,214330,
9MZDvhAqybM,1213,enabled,4994385,32770,
eh85Le1tCIY,34,enabled,1325,42,
VGTZYjzgwZU,2410,enabled,1574902,10442,
iVbopWyBR5Y,183185,enabled,48942523,528674,
fEj4yECaf_I,2999,enabled,5636635,29029,
gvMHs3B0GqU,11599,enabled,3374003,76262,
k3ofpyDTVzY,426,enabled,363174,2134,
GcK5t0UONis,26,enabled,32962,1220,
ygpUke6lok0,7,enabled,13763,122,
-kGjlNumLyk,0,disabled,1020007,2596,
VvSJlsF-nCw,2580,enabled,11149237,29391,
1wAZqipDQ8Y,2714,enabled,7494801,22275,
W4AOdOhERY0,3160,enabled,5174361,53812,
UKzfwEyPBIM,8053,enabled,1831931,26061,
XpXSsJ5oDco,2367,enabled,1096512,11926,
FfsmLgD2ZFM,1076,enabled,6571642,25256,
oGh1Yibm0uI,176,enabled,135428,1149,
LH17Lp3aQLg,154,enabled,511941,2290,
bsYl-YbgumE,750,enabled,119670,2595,
n-BYuxFOTCo,7449,enabled,10748632,74911,
YgVBG8uuxx0,52852,enabled,28977245,238547,
3sXczWhu6wg,67,enabled,265167,859,
88zNy6o7l0Q,2466,enabled,1828639,13796,
1Xsv5etAWIo,13,enabled,979,17,
imFdiy9OyJ4,2030,enabled,1851146,31217,
aXvcy6gp6mU,301,enabled,483855,4739,
pqMma9h5rn0,5182,enabled,2297293,30801,
u0PR11BKrTI,16188,enabled,6762338,72389,
KaRY8W6yl0g,9478,enabled,8343645,74861,
VBTAcACmcgo,3264,enabled,11137522,51154,
iNKzdbaCjxY,4248,enabled,2150592,42164,
1vcaPiX6Aw4,2418,enabled,2704103,41003,
MLvwn2xOPJM,52,enabled,53093,228,
-wYHDjU6uuE,25951,enabled,22338323,156441,
_3ZY3T8gE8s,1184,enabled,328164,5321,
M0iwwvIgrjM,64420,enabled,8314313,186334,
HRyHz3mXmLc,0,disabled,4716409,103648,
0WW1HN0iG0M,625,enabled,813457,4871,
kFxvx0HN8aw,867,enabled,149023,2063,
sP5wyJGLih0,1705,enabled,4202455,15758,
COrifv5ENLY,4193,enabled,2536933,47154,
p7qvm1rlrUM,50,enabled,47348,954,
X3B3yFJgszo,14,enabled,5840,69,
TOLd0bMjstY,59,enabled,61856,1698,
-uYW_H9bglQ,167,enabled,114574,2823,
7MNBK3LNVRk,177,enabled,123927,1108,
LBINn20LUes,88,enabled,12846,325,
u6HUSw3-Cxk,421,enabled,405961,4624,
hgMNgarvg8Q,17228,enabled,5930164,68722,
y1C1HrD_QRs,6573,enabled,6814272,57846,
jNsU4g-d260,47,enabled,20449,332,
zG7evZuoJqA,83,enabled,120961,3598,
7rR-x6WoKFE,46,enabled,143139,634,
rbsWWdgdZNw,770,enabled,1424903,8635,
qlbT2t_6D5o,3,enabled,2407,46,
PbE_gFgl2EI,900,enabled,2811141,12113,
QQvuf7V5WB8,51,enabled,54751,637,
K8ws82DTJX0,151,enabled,5147,64,
327_M87IcOc,283,enabled,1393331,12625,
jaMS3hooAVg,4,enabled,2981,29,
voSCuhI7v7A,525,enabled,1726627,7102,
GG2ucUo5gR0,810,enabled,2034784,10925,
-yli5nAfiyY,18351,enabled,16848580,101014,
_rNUUy52CgY,101,enabled,25850,1286,
BbhX8Vtmki4,3888,enabled,1003586,13278,
nqX5K0QFZWQ,214,enabled,1156269,2132,
1E5nu50n8Dc,115,enabled,16788,585,
8s_PCzJfIio,21,enabled,29647,275,
1Kdw1G5KoD4,15,enabled,12581,101,
cw7W4f2dIw0,114,enabled,502349,1829,
B2tn4B4zKio,1,enabled,1460,22,
zTuZDs3UDX8,29,enabled,21388,246,
DE59Ve8ZXzE,4455,enabled,2193651,27645,
_RsIVxhiUhQ,0,disabled,5244369,54820,
wbDXmduVR4Y,1396,enabled,455564,7260,
YDCczit4MuQ,2190,enabled,2335951,22566,
NdDgom1jf0Q,1465,enabled,916765,10256,
